UDI,Target,Product,type,Air,Process,Rotationa2,Torque,Too2
5851,0,253030,2,301.3,311.1,1560,35.3,55
5852,0,253031,2,301.2,311,1573,32.8,57
5853,0,335266,3,301.2,310.9,1798,22.3,59
5854,0,253033,2,301.2,311,1567,35.1,64
5855,0,253034,2,301.2,310.9,1416,53.3,66
5856,0,120715,1,301.2,310.9,1424,45.2,68
5857,0,335270,3,301.2,310.9,1598,35.9,71
5858,0,253037,2,301.3,310.9,1760,23.9,76
5859,0,253038,2,301.3,311,1348,44.5,78
5860,0,253039,2,301.3,311,1542,33.6,80
5861,0,253040,2,301.3,310.9,1566,33.1,82
5862,0,253041,2,301.3,311,1554,47.7,84
5863,0,253042,2,301.4,311,1470,40.6,86
5864,0,120723,1,301.4,311.1,1758,25.4,88
5865,0,120724,1,301.4,311,1486,36.5,91
5866,0,120725,1,301.5,311.1,1402,40,94
5867,0,253046,2,301.5,311.1,1459,45.1,97
5868,0,253047,2,301.5,311,1494,45.3,99
5869,0,253048,2,301.5,311.1,1731,27.9,101
5870,0,253049,2,301.5,311.1,2076,18.7,103
5871,0,253050,2,301.5,311.1,2055,16.8,105
5872,0,253051,2,301.5,311.1,1469,49.5,107
5873,0,120732,1,301.5,311,1504,42.6,109
5874,0,120733,1,301.5,311.1,1396,43.5,112
5875,0,120734,1,301.5,311.1,1660,33.8,115
5876,0,120735,1,301.5,311,1577,39.7,118
5877,0,253056,2,301.5,311.1,1426,52.1,121
5878,0,253057,2,301.5,311.1,1458,41.4,123
5879,0,253058,2,301.4,311,1533,45.8,125
5880,0,253059,2,301.4,311,1701,28.4,127
5881,0,253060,2,301.5,311.1,1434,49.6,129
5882,0,253061,2,301.4,311.1,1952,22.7,131
5883,0,253062,2,301.4,311.1,1469,36.9,133
5884,0,253063,2,301.4,311.1,1800,26,135
5885,0,120744,1,301.3,311.1,1438,43,137
5886,0,253065,2,301.3,311.1,1647,28.2,140
5887,0,253066,2,301.4,311.1,1494,41.9,142
5888,0,335301,3,301.4,311.1,1445,41.4,144
5889,0,120748,1,301.5,311.1,1507,38.6,149
5890,0,120749,1,301.4,311,1234,55.8,152
5891,0,253070,2,301.4,311,1634,32.6,155
5892,0,253071,2,301.4,311,1334,53.3,157
5893,0,253072,2,301.4,311.1,1472,44.5,159
5894,0,120753,1,301.3,311,1410,52.7,161
5895,0,253074,2,301.2,310.9,1597,37.9,164
5896,0,120755,1,301.2,310.9,1460,46.7,166
5897,0,253076,2,301.1,310.8,1274,55.7,169
5898,0,120757,1,301,310.7,1517,40.2,171
5899,0,253078,2,301,310.7,1300,57.2,174
5900,0,335313,3,300.9,310.6,1686,27.7,176
5901,0,120760,1,300.9,310.7,1485,41,181
5902,0,253081,2,301,310.7,1464,45.8,184
5903,0,253082,2,300.9,310.6,1598,35.4,186
5904,0,253083,2,300.9,310.5,1894,21.9,188
5905,0,120764,1,300.8,310.5,1330,59,190
5906,0,335319,3,300.8,310.5,1582,31.1,193
5907,0,253086,2,300.7,310.3,1533,35.6,198
5908,0,335321,3,300.8,310.4,1419,46.4,200
5909,0,120768,1,300.8,310.3,1526,36.3,205
5910,1,335323,3,300.7,310.2,1364,65.3,208
5911,0,120770,1,300.8,310.3,1458,43.4,0
5912,0,120771,1,300.8,310.4,1288,64,3
5913,0,120772,1,300.7,310.3,1659,29.8,6
5914,0,335327,3,300.7,310.2,1479,52.3,9
5915,0,253094,2,300.7,310.3,1592,36,14
5916,0,120775,1,300.6,310.2,1532,38.7,16
5917,0,253096,2,300.6,310.2,1555,41.9,19
5918,0,253097,2,300.6,310.2,1341,52.6,21
5919,0,253098,2,300.6,310.1,1541,42,23
5920,0,253099,2,300.6,310.3,1414,50.6,25
5921,0,253100,2,300.5,310.2,1764,25.9,27
5922,0,253101,2,300.5,310.3,1336,57.1,29
5923,0,253102,2,300.5,310.3,1435,43.3,31
5924,0,120783,1,300.4,310.3,1537,35,33
5925,0,253104,2,300.3,310.2,1369,48.8,36
5926,0,120785,1,300.2,310.1,1619,31.3,38
5927,0,253106,2,300.2,310.1,1440,51.1,41
5928,0,253107,2,300.2,310.1,1649,30.5,43
5929,0,120788,1,300.2,310.1,1550,38.7,45
5930,0,253109,2,300.3,310.2,1471,45.2,48
5931,0,253110,2,300.3,310.3,1483,51.6,50
5932,0,253111,2,300.3,310.4,1336,54.4,52
5933,0,253112,2,300.5,310.5,1515,36.6,54
5934,0,253113,2,300.5,310.5,1373,47.4,56
5935,0,335348,3,300.6,310.5,1454,51.2,58
5936,0,253115,2,300.5,310.5,1646,34.5,63
5937,0,120796,1,300.5,310.4,1548,37.3,65
5938,0,120797,1,300.6,310.5,1462,41.3,68
5939,0,253118,2,300.5,310.4,1702,33.1,71
5940,0,253119,2,300.5,310.5,1409,60.9,73
5941,0,120800,1,300.6,310.6,1427,52.8,75
5942,1,253121,2,300.6,310.7,1438,48.5,78
5943,0,253122,2,300.7,310.7,1450,43.4,80
5944,0,253123,2,300.7,310.7,1541,41.3,82
5945,0,120804,1,300.7,310.6,1484,38,84
5946,0,120805,1,300.8,310.8,1415,44.5,87
5947,0,253126,2,300.7,310.8,1496,46.4,90
5948,0,120807,1,300.7,310.8,1465,45.2,92
5949,0,253128,2,300.7,310.8,2113,18.5,95
5950,0,120809,1,300.7,310.8,1506,44,97
5951,0,253130,2,300.7,310.8,1689,28.9,100
5952,0,253131,2,300.7,310.9,1650,29.4,102
5953,0,253132,2,300.7,310.8,1563,33.8,104
5954,0,120813,1,300.7,310.9,1486,38.9,106
5955,0,253134,2,300.8,310.9,1732,25.7,109
5956,0,253135,2,300.7,310.8,1653,31.6,111
5957,0,253136,2,300.7,310.9,1535,37.1,113
5958,0,253137,2,300.7,310.9,1637,37.2,115
5959,0,253138,2,300.6,310.8,1533,38.5,117
5960,0,253139,2,300.6,310.8,1378,51.2,119
5961,0,253140,2,300.5,310.7,1606,33.5,121
5962,0,253141,2,300.3,310.7,1539,32.3,123
5963,0,253142,2,300.5,310.8,1728,26.3,125
5964,0,335377,3,300.4,310.7,1656,36.3,127
5965,0,335378,3,300.5,310.8,1631,30.5,132
5966,0,335379,3,300.5,310.9,1447,46.5,137
5967,0,253146,2,300.4,310.8,1396,49.3,142
5968,0,253147,2,300.4,310.8,1390,52.5,144
5969,0,253148,2,300.4,310.8,1348,56,146
5970,0,120829,1,300.4,310.8,1491,35.9,148
5971,0,253150,2,300.4,310.8,1520,37.6,151
5972,0,253151,2,300.5,310.8,1509,33,153
5973,0,253152,2,300.5,310.8,1445,46.6,155
5974,0,253153,2,300.5,310.8,1354,51.8,157
5975,0,253154,2,300.5,310.7,1488,39.4,159
5976,0,335389,3,300.5,310.7,1654,28.6,161
5977,0,335390,3,300.5,310.6,1378,51.5,166
5978,0,253157,2,300.6,310.7,1750,30.6,171
5979,0,253158,2,300.5,310.6,1448,46.3,173
5980,0,335393,3,300.6,310.7,1501,45.3,175
5981,0,120840,1,300.6,310.7,1654,32,180
5982,0,120841,1,300.7,310.7,1347,46.5,183
5983,0,253162,2,300.7,310.8,1486,37.1,186
5984,0,335397,3,300.8,310.8,1466,45.2,188
5985,0,335398,3,300.7,310.8,1346,52,193
5986,0,253165,2,300.7,310.7,1314,42.4,198
5987,0,253166,2,300.6,310.7,1440,52.5,200
5988,0,253167,2,300.7,310.8,1608,39.5,202
5989,0,335402,3,300.7,310.8,1296,58.2,204
5990,0,253169,2,300.7,310.7,1507,46.1,209
5991,0,120850,1,300.7,310.7,1343,51.6,211
5992,0,253171,2,300.7,310.7,1416,40.4,214
5993,0,253172,2,300.7,310.6,1288,47.2,216
5994,0,120853,1,300.7,310.6,1407,42.4,218
5995,0,253174,2,300.6,310.4,1608,39.2,221
5996,0,253175,2,300.6,310.3,1920,22.3,223
5997,0,120856,1,300.5,310.2,1386,48.2,225
5998,0,120857,1,300.5,310.2,1571,34.6,228
5999,0,120858,1,300.4,310.2,1613,36.9,231
6000,1,120859,1,300.4,310.2,1671,30.5,234
6001,0,335414,3,300.4,310.2,1431,43.2,0
6002,0,120861,1,300.4,310.2,1380,47.3,5
6003,0,253182,2,300.5,310.3,1683,31.5,8
6004,0,253183,2,300.4,310.2,1529,36.2,10
6005,0,253184,2,300.5,310.4,1761,26.5,12
6006,0,253185,2,300.6,310.5,1570,38.3,14
6007,0,120866,1,300.6,310.5,2156,18,16
6008,0,120867,1,300.7,310.6,1349,54.5,19
6009,0,253188,2,300.7,310.7,1431,39.3,22
6010,0,253189,2,300.6,310.6,1931,22,24
6011,0,335424,3,300.7,310.7,1428,43.4,26
6012,0,253191,2,300.8,310.8,1564,36.2,31
6013,0,335426,3,300.8,310.9,1425,44,33
6014,0,253193,2,300.7,310.8,1597,30.5,38
6015,0,335428,3,300.8,310.8,1618,32.8,40
6016,0,120875,1,300.8,310.8,1520,38,45
6017,0,253196,2,300.7,310.7,1425,45.3,48
6018,0,253197,2,300.8,310.9,1398,38.2,50
6019,0,120878,1,300.8,310.9,1557,31.6,52
6020,0,253199,2,300.7,310.8,1519,43.9,55
6021,0,253200,2,300.7,310.8,1619,34.9,57
6022,0,253201,2,300.7,310.8,1814,21.4,59
6023,0,253202,2,300.7,310.9,1521,39.4,61
6024,0,120883,1,300.7,310.9,1369,51.2,63
6025,1,253204,2,300.7,310.9,1356,65.3,66
6026,0,253205,2,300.7,311,1336,53.3,68
6027,0,253206,2,300.7,311,1403,48.3,70
6028,0,120887,1,300.7,311,1413,44.3,72
6029,0,253208,2,300.6,310.9,1472,47.6,75
6030,0,120889,1,300.7,310.8,1452,47.9,77
6031,0,253210,2,300.6,310.7,1397,53.7,80
6032,0,253211,2,300.6,310.7,1455,40.6,82
6033,0,253212,2,300.7,310.8,1754,27.7,84
6034,0,253213,2,300.6,310.9,1471,37.9,86
6035,0,120894,1,300.6,310.8,1389,48.1,88
6036,0,120895,1,300.6,310.9,1702,30.3,91
6037,0,120896,1,300.6,311,1401,54.6,94
6038,0,253217,2,300.7,311.1,1426,46.2,97
6039,0,253218,2,300.7,311,1496,38.3,99
6040,0,253219,2,300.6,310.9,1433,42.6,101
6041,0,120900,1,300.7,311.1,1438,46.6,103
6042,0,120901,1,300.7,311,1418,49.3,106
6043,0,120902,1,300.8,311,1580,36.6,109
6044,0,120903,1,300.7,310.9,1468,41.8,112
6045,0,120904,1,300.8,310.9,1522,41.7,115
6046,0,253225,2,300.8,310.9,1311,55.8,118
6047,0,253226,2,300.9,311,1316,56.5,120
6048,0,335461,3,300.9,311,1853,23.6,122
6049,0,120908,1,300.9,311,1556,38.8,127
6050,0,120909,1,300.9,311,1567,34.3,130
6051,0,120910,1,300.9,311.1,1546,37.7,133
6052,0,253231,2,300.9,311,1382,51.2,136
6053,0,253232,2,300.9,311,2003,20.2,138
6054,0,253233,2,300.8,310.9,1748,29.9,140
6055,0,335468,3,300.7,310.8,1518,40.1,142
6056,0,253235,2,300.7,310.8,1475,42,147
6057,0,253236,2,300.8,310.8,1634,29.2,149
6058,0,253237,2,300.8,310.8,1689,32.9,151
6059,0,120918,1,300.9,310.9,1636,35.3,153
6060,0,253239,2,300.9,311,2235,15.8,156
6061,0,253240,2,301,311.1,1615,35.6,158
6062,0,335475,3,301.1,311.1,1618,29.5,160
6063,0,120922,1,301.1,311.2,1407,53,165
6064,0,253243,2,301.1,311.1,1450,43.3,168
6065,0,253244,2,301.1,311.1,1889,23.8,170
6066,0,253245,2,301,310.9,1568,38.2,172
6067,0,253246,2,301,311,1804,25.8,174
6068,0,253247,2,301,311,1582,37.5,176
6069,0,120928,1,301,310.9,2047,17.9,178
6070,0,253249,2,300.9,310.9,1601,34,181
6071,0,253250,2,300.9,310.9,1615,32,183
6072,0,120931,1,300.9,310.8,1452,43.6,185
6073,0,120932,1,300.9,310.8,1695,30.2,188
6074,0,120933,1,300.9,310.8,1790,26.2,191
6075,0,120934,1,301,310.8,1533,39.3,194
6076,0,253255,2,301,310.9,1813,28.5,197
6077,0,253256,2,301,310.9,1492,36.7,199
6078,0,253257,2,300.9,310.7,1479,43.3,201
6079,1,253258,2,300.8,310.7,1339,59.1,203
6080,0,120939,1,300.8,310.7,1371,44.7,205
6081,0,253260,2,300.9,310.7,1468,36.2,208
6082,0,253261,2,300.9,310.7,1517,41.7,210
6083,0,253262,2,300.9,310.7,1352,46.4,212
6084,0,253263,2,300.9,310.7,1389,50,214
6085,0,120944,1,300.8,310.6,1505,36.2,0
6086,0,253265,2,300.9,310.6,1538,36.7,3
6087,0,253266,2,300.9,310.8,1482,37,5
6088,0,120947,1,300.9,310.8,1599,33,7
6089,0,253268,2,300.9,310.8,1476,39,10
6090,0,253269,2,300.9,310.7,1509,37.5,12
6091,0,253270,2,300.9,310.8,1708,29.1,14
6092,0,253271,2,300.9,310.7,1412,57.5,16
6093,0,253272,2,300.9,310.7,1658,28.5,18
6094,0,253273,2,301,310.8,1375,57.2,20
6095,0,120954,1,300.9,310.8,1402,48.1,22
6096,0,120955,1,300.9,310.7,1452,47.3,25
6097,0,120956,1,300.8,310.7,1483,40.8,28
6098,0,335511,3,300.9,310.8,1477,38.4,31
6099,0,120958,1,300.8,310.7,1924,22.4,36
6100,0,335513,3,300.9,310.7,1609,28.7,39
6101,0,120960,1,300.8,310.7,1886,21.1,44
6102,0,253281,2,300.7,310.6,1616,29.6,47
6103,0,253282,2,300.7,310.7,1442,43.2,49
6104,0,253283,2,300.8,310.8,1407,45.1,51
6105,0,120964,1,300.8,310.8,1461,41.3,53
6106,0,120965,1,300.8,310.9,1522,46.2,56
6107,0,253286,2,300.9,311,1432,48.1,59
6108,0,253287,2,300.9,311,1438,49,61
6109,0,120968,1,300.8,310.9,1678,28.1,63
6110,0,120969,1,300.8,310.9,1514,38.7,66
6111,0,253290,2,300.7,310.8,1534,41.3,69
6112,0,120971,1,300.7,310.8,1486,41.2,71
6113,0,253292,2,300.7,310.8,1925,22,74
6114,0,120973,1,300.7,310.8,1724,30,76
6115,0,120974,1,300.8,310.8,1549,35.5,79
6116,0,253295,2,300.8,310.9,1457,47.7,82
6117,0,253296,2,300.8,310.9,1453,43.9,84
6118,0,253297,2,300.8,311,1578,44.4,86
6119,0,120978,1,300.9,311.1,1325,61.4,88
6120,0,253299,2,300.9,311.1,1471,39.3,91
6121,0,120980,1,300.9,311.2,1472,40,93
6122,0,253301,2,300.9,311.1,1457,37.4,96
6123,0,253302,2,301,311,1402,55.3,98
6124,0,253303,2,300.9,310.9,1477,41.5,100
6125,0,120984,1,300.9,310.9,1727,30.1,102
6126,0,253305,2,300.9,310.9,1995,20.2,105
6127,0,253306,2,300.9,310.9,1370,52.5,107
6128,0,253307,2,300.9,310.9,1228,66.4,109
6129,0,253308,2,300.9,311,1499,38,111
6130,0,120989,1,301,311,1508,46.9,113
6131,0,253310,2,301,310.9,1473,44.2,116
6132,0,335545,3,301,311,1640,37.6,118
6133,0,253312,2,301.1,311.1,1429,42.5,123
6134,0,253313,2,301.1,311.1,1470,40.9,125
6135,0,253314,2,301,311,1581,37,127
6136,0,253315,2,301,310.9,1740,28.9,129
6137,0,335550,3,300.9,310.8,1390,40.6,131
6138,0,120997,1,300.9,310.8,1988,19.7,136
6139,0,120998,1,300.8,310.7,1452,43,139
6140,0,253319,2,300.8,310.7,1586,33.4,142
6141,0,253320,2,300.8,310.7,1589,34.3,144
6142,0,253321,2,300.8,310.8,1486,45.7,146
6143,0,253322,2,300.9,310.9,1755,27.9,148
6144,0,121003,1,301,310.9,1575,34.6,150
6145,0,121004,1,301.1,311.1,1615,37.7,153
6146,0,121005,1,301.1,311.1,1436,41.8,156
6147,0,121006,1,301.1,311.1,1470,40.6,159
6148,0,121007,1,301.1,311.1,2089,19.8,162
6149,0,253328,2,301.1,311.2,1564,37,165
6150,0,121009,1,301,311.1,1420,47.4,167
6151,0,253330,2,301.1,311.1,1711,29.1,170
6152,0,253331,2,301.1,311.2,1555,35.3,172
6153,0,121012,1,301.1,311.1,1592,35.7,174
6154,1,253333,2,301,311.1,1236,64.4,177
6155,0,121014,1,301,310.9,1765,24.2,179
6156,0,253335,2,301,311,1634,31.2,182
6157,0,253336,2,301.1,311.1,1508,41.5,184
6158,0,253337,2,301.1,311.2,1774,29.6,186
6159,0,253338,2,301.1,311,1677,29.1,188
6160,1,253339,2,301,311,1399,58,190
6161,0,253340,2,301,310.9,1570,34,192
6162,0,253341,2,301,310.9,1479,44.3,194
6163,0,253342,2,301,310.8,1558,34.9,196
6164,0,253343,2,300.8,310.7,1358,48.1,198
6165,0,335578,3,300.9,310.7,1656,30.7,200
6166,0,253345,2,300.9,310.7,1523,35.8,205
6167,0,335580,3,300.9,310.7,1403,40.6,207
6168,0,121027,1,300.9,310.7,1362,51.6,212
6169,0,121028,1,300.7,310.6,1778,27.1,215
6170,0,253349,2,300.7,310.5,1448,38.2,218
6171,0,335584,3,300.8,310.5,1559,40.1,220
6172,0,253351,2,300.8,310.6,1416,42.2,225
6173,1,253352,2,300.8,310.6,1577,37.9,227
6174,0,253353,2,300.8,310.7,1633,27.8,0
6175,0,253354,2,300.9,310.7,1573,31.2,2
6176,0,253355,2,300.9,310.8,1517,44.3,4
6177,0,253356,2,301,310.9,1515,37.3,6
6178,0,253357,2,301,310.8,1527,45.3,8
6179,1,253358,2,301.1,310.9,1282,67.9,10
6180,0,121039,1,301.1,310.9,1396,45.1,12
6181,0,253360,2,301,310.9,1492,44.6,15
6182,0,253361,2,301,310.8,1975,19.7,17
6183,0,253362,2,301,310.8,1475,35.3,19
6184,0,335597,3,301,310.9,1495,37.3,21
6185,0,253364,2,301,311,1553,35.8,26
6186,0,253365,2,301.1,311,1918,21.7,28
6187,0,121046,1,301.1,311,1413,46.6,30
6188,0,253367,2,301,311,1437,56,33
6189,0,253368,2,301,310.9,1450,45.9,35
6190,0,121049,1,301,310.9,1910,21.9,37
6191,0,253370,2,300.9,310.9,1749,26.4,40
6192,0,335605,3,301,310.9,1916,22,42
6193,0,253372,2,301,310.9,1428,45.3,47
6194,0,253373,2,301,310.9,1578,38.4,49
6195,0,253374,2,300.9,310.8,1571,39.9,51
6196,0,253375,2,300.9,310.8,1729,30.2,53
6197,0,253376,2,300.9,310.8,1701,30.4,55
6198,0,253377,2,300.9,310.8,1493,45.8,57
6199,0,121058,1,301,310.9,1554,32.7,59
6200,0,253379,2,300.9,310.9,1497,43.2,62
6201,0,253380,2,301,310.9,1679,29.8,64
6202,0,121061,1,301,310.9,1510,44.5,66
6203,0,253382,2,301,310.9,1296,54.9,69
6204,0,253383,2,301,310.9,1404,41.8,71
6205,0,121064,1,300.9,310.8,1519,34.9,73
6206,0,121065,1,300.9,310.7,1696,27.3,76
6207,0,121066,1,300.8,310.6,1669,28.4,79
6208,0,253387,2,300.7,310.6,1447,40.7,82
6209,0,121068,1,300.7,310.6,1418,46.3,84
6210,0,253389,2,300.7,310.6,1407,40.5,87
6211,0,253390,2,300.8,310.5,1434,44.5,89
6212,0,253391,2,300.8,310.6,1360,48.8,91
6213,0,253392,2,300.8,310.6,1402,53.7,93
6214,0,253393,2,300.9,310.6,1552,34.9,95
6215,0,253394,2,300.9,310.7,1392,44.2,97
6216,0,253395,2,301.1,310.8,1521,41,99
6217,0,253396,2,301.1,310.8,1724,27.5,101
6218,0,121077,1,301,310.7,1455,46.1,103
6219,0,335632,3,301,310.6,1366,50.6,106
6220,0,335633,3,301.1,310.6,1407,43.9,111
6221,0,253400,2,301.1,310.8,1470,49.3,116
6222,0,121081,1,301.2,310.9,1359,50.8,118
6223,0,335636,3,301.1,310.8,1792,25.8,121
6224,0,121083,1,301.1,310.9,1552,37.9,126
6225,0,253404,2,301.2,311,1612,32.9,129
6226,0,121085,1,301.2,311,1424,41.4,131
6227,0,335640,3,301.3,311,1341,59.3,134
6228,0,253407,2,301.2,310.8,1479,38.2,139
6229,0,253408,2,301.2,310.9,1413,50.1,141
6230,0,253409,2,301.3,310.9,2165,17.4,143
6231,0,121090,1,301.3,311,1641,33,145
6232,0,121091,1,301.3,311,1495,40.8,148
6233,0,253412,2,301.3,311,1576,30.4,151
6234,0,253413,2,301.2,310.9,1467,37.1,153
6235,0,253414,2,301.2,310.8,1479,41.2,155
6236,0,253415,2,301.3,310.9,1596,33.9,157
6237,0,121096,1,301.3,310.9,1512,36.9,159
6238,0,253417,2,301.4,310.9,1414,38.8,162
6239,0,253418,2,301.3,310.8,1390,57.4,164
6240,0,253419,2,301.2,310.7,1644,31.6,166
6241,0,121100,1,301.2,310.7,1394,42.8,168
6242,0,253421,2,301.1,310.5,1324,52.4,171
6243,0,253422,2,301,310.4,1476,43.6,173
6244,0,253423,2,301,310.4,2204,16.6,175
6245,0,121104,1,301,310.4,1665,30.9,177
6246,0,253425,2,300.9,310.4,1445,41.7,180
6247,0,335660,3,300.8,310.3,1457,46.8,182
6248,0,253427,2,300.8,310.2,1492,46.3,187
6249,1,253428,2,300.8,310.1,1405,61.2,189
6250,0,253429,2,300.7,310.1,1542,35.5,191
6251,0,253430,2,300.8,310.2,1520,37.7,193
6252,0,121111,1,300.8,310.2,1598,36.5,195
6253,0,253432,2,300.8,310.3,1538,36.1,198
6254,0,253433,2,300.9,310.4,1615,30.9,200
6255,0,253434,2,301,310.5,1408,47,202
6256,1,253435,2,301,310.5,1379,57.3,204
6257,1,253436,2,301,310.6,1493,37.8,206
6258,0,253437,2,301.1,310.7,1376,49.1,0
6259,0,121118,1,301.1,310.7,1583,40.7,2
6260,0,121119,1,301.2,310.8,1396,47.4,5
6261,0,253440,2,301.1,310.7,1436,45.3,8
6262,0,253441,2,301.1,310.6,1417,47.6,10
6263,0,253442,2,301,310.6,1641,33.4,12
6264,0,121123,1,301,310.6,1698,27.3,14
6265,0,253444,2,300.9,310.4,1541,39.1,17
6266,0,253445,2,300.8,310.3,1383,46.6,19
6267,0,253446,2,300.8,310.4,1368,46.8,21
6268,0,253447,2,300.8,310.4,1570,35.2,23
6269,0,253448,2,300.9,310.5,1616,33.5,25
6270,0,121129,1,300.9,310.5,1444,43.2,27
6271,0,253450,2,300.9,310.4,2021,18.8,30
6272,0,121131,1,300.9,310.5,1702,29.3,32
6273,0,121132,1,301.1,310.6,1429,52.7,35
6274,0,253453,2,301.2,310.8,1711,28.9,38
6275,0,121134,1,301.2,310.7,1543,32.9,40
6276,0,253455,2,301.3,310.8,1628,32.2,43
6277,0,253456,2,301.2,310.8,1233,64.6,45
6278,0,253457,2,301.2,310.8,1461,40.6,47
6279,0,253458,2,301.2,310.7,1568,38.3,49
6280,0,253459,2,301.3,310.8,1432,54.4,51
6281,0,121140,1,301.2,310.7,1527,41.1,53
6282,0,121141,1,301.3,310.8,1455,41.2,56
6283,0,121142,1,301.3,310.8,1418,45.4,59
6284,0,253463,2,301.3,310.8,1719,29.5,62
6285,0,121144,1,301.2,310.8,1734,31.3,64
6286,0,121145,1,301.2,310.7,1426,46.1,67
6287,0,253466,2,301.1,310.6,1611,35.2,70
6288,0,121147,1,301.1,310.6,1479,41.1,72
6289,0,253468,2,301,310.5,1317,50.9,75
6290,0,253469,2,301,310.5,1248,61.4,77
6291,0,253470,2,301,310.5,1932,21.7,79
6292,0,121151,1,301.1,310.5,1547,35.8,81
6293,0,253472,2,301,310.4,1614,31.6,84
6294,0,335707,3,301,310.4,1512,44.9,86
6295,0,253474,2,301.1,310.5,1529,38.7,91
6296,0,335709,3,301.1,310.6,1782,24.9,93
6297,0,253476,2,301,310.5,1429,39.4,98
6298,0,121157,1,301.1,310.5,1309,60.7,100
6299,0,253478,2,301.1,310.5,1428,44.1,103
6300,0,253479,2,301.2,310.6,1385,49.2,105
6301,0,253480,2,301.2,310.7,1517,39.4,107
6302,0,121161,1,301.2,310.6,1576,39.6,109
6303,0,253482,2,301.2,310.6,1437,51.2,112
6304,0,335717,3,301.2,310.6,1457,50.5,114
6305,0,253484,2,301.1,310.5,1532,37.5,119
6306,0,121165,1,301.1,310.5,1603,32.6,121
6307,0,253486,2,301,310.4,1563,34.4,124
6308,0,253487,2,301,310.3,1617,34.5,126
6309,0,121168,1,300.8,310.1,1686,26.9,128
6310,0,253489,2,300.9,310.2,1382,50.4,131
6311,0,253490,2,300.9,310.1,2090,17.8,133
6312,0,253491,2,300.9,310.3,1446,44.5,135
6313,0,121172,1,300.9,310.2,1533,38.1,137
6314,0,253493,2,300.9,310.3,1440,47.6,140
6315,0,121174,1,301,310.4,1793,25,142
6316,0,121175,1,301,310.4,1517,46.1,145
6317,0,253496,2,300.9,310.4,1544,36,148
6318,0,253497,2,300.9,310.3,1321,48.8,150
6319,0,121178,1,300.9,310.3,1416,50.9,152
6320,0,253499,2,300.8,310.2,1514,40,155
6321,0,121180,1,300.8,310.2,1304,52.5,157
6322,0,253501,2,300.7,310.2,1286,64.9,160
6323,0,121182,1,300.7,310.1,1483,40.2,162
6324,0,253503,2,300.7,310.1,1351,46.9,165
6325,0,121184,1,300.7,310.1,1367,52.6,167
6326,0,253505,2,300.7,310.1,1721,32.3,170
6327,0,253506,2,300.6,310,1455,40.4,172
6328,0,253507,2,300.6,310,1425,49.5,174
6329,0,253508,2,300.7,310,1672,29.7,176
6330,0,121189,1,300.7,310,1641,34.6,178
6331,0,121190,1,300.5,310,1580,37,181
6332,0,335745,3,300.5,310,1495,47.4,184
6333,0,121192,1,300.5,309.9,1994,19.8,189
6334,0,121193,1,300.4,309.9,1415,31.8,192
6335,0,121194,1,300.4,309.8,1725,30.4,195
6336,0,121195,1,300.4,309.8,1430,43.4,198
6337,0,253516,2,300.4,309.8,1395,48.1,201
6338,0,121197,1,300.4,309.8,1435,43.6,203
6339,0,253518,2,300.4,309.9,1681,28.6,206
6340,0,253519,2,300.5,310,1451,48.6,208
6341,1,335754,3,300.5,309.9,1397,45.9,210
6342,0,121201,1,300.4,309.8,1421,47.2,0
6343,0,121202,1,300.3,309.8,1444,42,3
6344,0,253523,2,300.2,309.8,1827,23,6
6345,0,335758,3,300.2,309.8,1374,47.7,8
6346,0,253525,2,300.2,309.8,1650,29.6,13
6347,0,253526,2,300.2,309.7,1275,60.7,15
6348,0,253527,2,300.2,309.7,1421,44.6,17
6349,0,253528,2,300.2,309.8,1557,33.8,19
6350,0,253529,2,300.1,309.8,1506,35.2,21
6351,0,253530,2,300.1,309.7,1362,49.1,23
6352,0,253531,2,300,309.7,1542,47.1,25
6353,0,253532,2,300,309.6,1496,38.8,27
6354,0,121213,1,300,309.6,1491,42,29
6355,0,253534,2,300.1,309.6,1565,34.8,32
6356,0,253535,2,300.1,309.7,1481,37.9,34
6357,0,121216,1,300.1,309.7,1420,48.4,36
6358,0,253537,2,300.2,309.8,1398,54.8,39
6359,0,121218,1,300.2,309.8,1466,45.7,41
6360,0,253539,2,300.1,309.8,1430,56.7,44
6361,0,253540,2,300.1,309.7,1441,40.1,46
6362,0,121221,1,300.1,309.7,1348,57.3,48
6363,0,253542,2,300,309.6,1738,28.7,51
6364,0,121223,1,300,309.6,1618,36.2,53
6365,0,121224,1,299.9,309.6,1489,41.7,56
6366,0,121225,1,299.9,309.5,1412,57.9,59
6367,0,121226,1,299.9,309.5,2065,18.1,62
6368,0,253547,2,300,309.6,1571,33.1,65
6369,0,121228,1,300,309.6,1423,48.7,67
6370,0,335783,3,300,309.5,1781,24.9,70
6371,0,253550,2,300.1,309.6,1321,46.9,75
6372,0,253551,2,300.1,309.6,1546,36.7,77
6373,0,121232,1,300,309.5,1879,22.4,79
6374,0,335787,3,300,309.5,1735,28.9,82
6375,0,253554,2,300,309.5,1506,38.8,87
6376,0,335789,3,300,309.6,1629,32.3,89
6377,0,253556,2,300,309.6,1694,28.7,94
6378,0,253557,2,300.1,309.6,1541,37,96
6379,0,253558,2,300,309.6,1514,44.6,98
6380,0,253559,2,300.1,309.7,1485,45.9,100
6381,0,253560,2,300.2,309.8,1430,55,102
