NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count,User_Score
0.1,0,0,0.01,0.11,67,5,8,7.3
0,0,0.11,0,0.11,0.01,0.01,0.01,0.01
0.07,0.02,0,0.01,0.11,80,44,66,8.8
0.08,0.03,0,0,0.11,0.01,0.01,0.01,0.01
0.03,0,0.06,0.01,0.11,66,25,25,7.4
0.08,0,0.01,0.01,0.11,0.01,0.01,0.01,0.01
0.06,0.04,0,0.01,0.11,51,5,44,9
0.1,0,0,0.01,0.11,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.11,62,19,9,8.2
0,0.1,0,0.01,0.11,75,4,89,4.9
0,0,0.11,0,0.11,0.01,0.01,0.01,0.01
0.05,0,0.05,0.01,0.11,75,13,20,7.8
0,0,0.11,0,0.11,0.01,0.01,0.01,0.01
0,0,0.11,0,0.11,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.11,54,6,11,7.4
0.08,0.02,0,0,0.11,54,35,5,7.4
0.1,0,0,0.01,0.11,45,12,0.01,0.01
0.09,0.01,0,0.01,0.11,0.01,0.01,0.01,0.01
0.03,0.02,0.05,0.01,0.11,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.11,60,7,10,6.5
0,0,0.11,0,0.11,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.11,79,29,11,8.5
0,0,0.11,0,0.11,0.01,0.01,0.01,0.01
0,0,0.11,0,0.11,0.01,0.01,0.01,0.01
0,0,0.11,0,0.11,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.11,63,4,0.01,0.01
0,0,0.11,0,0.11,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.11,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.11,56,8,0.01,0.01
0.08,0.03,0,0,0.11,62,9,11,7.8
0.06,0.04,0,0.01,0.11,0.01,0.01,0.01,0.01
0,0,0.1,0.01,0.11,0.01,0.01,0.01,0.01
0.01,0.09,0,0.01,0.1,58,17,11,6.6
0.1,0,0,0.01,0.1,0.01,0.01,8,6.8
0.1,0,0,0.01,0.1,50,17,6,7.8
0.05,0.04,0,0.01,0.1,75,30,31,7.3
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0.1,0,0.01,0.1,74,9,241,4.4
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,24,12,27,4.1
0.05,0.04,0,0.01,0.1,67,28,12,7.8
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,47,4,6,5.3
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,66,14,4,7.3
0.03,0.04,0.03,0.01,0.1,56,13,46,3.4
0,0.08,0,0.02,0.1,82,32,144,8.2
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,59,34,16,7.9
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,70,21,10,8.5
0.05,0.04,0,0.01,0.1,70,15,15,7.7
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0.03,0.06,0.01,0.1,81,49,62,8.3
0.08,0.02,0,0,0.1,70,52,19,7.4
0.04,0.04,0,0.02,0.1,54,15,0.01,0.01
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,76,56,15,5.1
0.05,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,79,22,33,6.5
0.07,0.03,0,0,0.1,68,22,9,5.9
0.06,0.04,0,0.01,0.1,52,21,26,6.3
0.02,0.02,0.06,0.01,0.1,69,15,8,8.3
0,0.01,0.09,0,0.1,85,17,112,7.8
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,54,17,5,4
0.1,0,0,0.01,0.1,71,6,7,7.4
0.05,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,83,30,20,8.9
0.08,0.02,0,0,0.1,81,28,16,8.5
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,72,8,0.01,0.01
0.05,0.04,0,0.01,0.1,84,21,12,8.3
0.08,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0.01,0,0.01,0.1,61,9,6,7.8
0.08,0.02,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0.01,0.1,0.01,0.01,0.01,0.01
0.06,0.03,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,61,23,10,7.4
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,78,17,10,8.6
0,0.09,0,0.02,0.1,88,39,654,8.9
0.07,0.03,0,0,0.1,78,15,24,9
0.09,0,0,0.01,0.1,72,7,24,0.6
0.09,0.01,0,0.01,0.1,66,9,5,6
0.08,0.02,0,0,0.1,72,17,5,7
0.02,0.01,0.07,0,0.1,71,12,10,9
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0.01,0.01,0.1,64,25,6,6.7
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0.09,0,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0.01,0.1,52,23,30,6.5
0.07,0.03,0,0,0.1,76,26,22,8.8
0.05,0.05,0,0.01,0.1,0.01,0.01,0.01,0.01
0.05,0,0.04,0.01,0.1,73,17,18,7.9
0.07,0.03,0,0,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,51,25,0.01,0.01
0.05,0.04,0,0.01,0.1,72,28,14,7.5
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0.01,0,0.01,0.1,66,44,57,8.3
0,0.08,0,0.02,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.05,0.05,0,0.01,0.1,0.01,0.01,35,7
0.05,0.04,0,0.01,0.1,51,45,24,6.2
0,0,0.1,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0.01,0.01,0.01,0.1,39,32,34,5.6
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,62,9,0.01,0.01
0.08,0,0.01,0.02,0.1,60,19,100,6.7
0.03,0.06,0,0.02,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,34,9,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.1,0,0,0.01,0.1,59,5,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,72,7,27,3.4
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,84,33,19,8.1
0.09,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.07,0.03,0,0,0.1,58,8,0.01,0.01
0.08,0.02,0,0,0.1,60,21,9,8
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.06,0,0.03,0.01,0.1,0.01,0.01,0.01,0.01
0,0.05,0.05,0,0.1,71,6,21,7.1
0.09,0.01,0,0.01,0.1,0.01,0.01,8,5.1
0.09,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,63,11,5,6.2
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0.01,0,0.01,0.1,68,34,13,7.2
0.1,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,56,14,4,8.8
0.09,0,0,0.01,0.1,60,6,0.01,0.01
0.05,0,0.03,0.02,0.1,0.01,0.01,0.01,0.01
0,0.08,0,0.02,0.1,70,41,77,7.6
0.08,0.02,0,0,0.1,80,26,13,8.7
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0.08,0,0.02,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,70,13,7,7.6
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,61,11,0.01,0.01
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.06,0.03,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0.09,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,66,20,0.01,0.01
0.06,0.02,0.02,0,0.1,75,21,23,8.9
0.04,0.03,0.02,0.01,0.1,57,28,6,7.2
0.08,0.02,0,0,0.1,71,26,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0.08,0,0.02,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,61,15,9,6.1
0.08,0.02,0,0,0.1,85,18,7,8.4
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0.01,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,88,24,280,8.3
0.08,0.02,0,0,0.1,53,38,7,8.1
0.05,0.04,0,0.01,0.1,58,27,9,8.2
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,52,19,6,4.2
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,62,24,8,7.9
0.08,0.02,0,0,0.1,53,19,0.01,0.01
0.09,0,0,0.01,0.1,71,17,39,6.3
0.08,0.01,0,0.01,0.1,53,11,4,6.5
0,0.1,0,0,0.1,0.01,0.01,0.01,0.01
0.02,0.02,0.05,0.01,0.1,58,16,8,6.8
0.04,0.04,0,0.02,0.1,83,16,87,9.2
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0.01,0.1,66,8,0.01,0.01
0.05,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.04,0.05,0,0.02,0.1,0.01,0.01,0.01,0.01
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0,0.02,0.01,0.1,0.01,0.01,0.01,0.01
0,0.09,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.06,0.03,0,0.01,0.1,65,12,5,7
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,76,31,10,8.2
0.09,0,0,0.01,0.1,71,23,4,7.5
0.09,0,0,0.01,0.1,68,7,20,6.2
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.06,0.04,0,0.01,0.1,82,6,0.01,0.01
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,76,16,22,7.8
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.04,0.05,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.07,0.03,0,0,0.1,33,11,6,6.3
0.05,0.04,0,0.01,0.1,65,11,4,7.5
0.08,0.02,0,0.01,0.1,37,5,33,4.1
0.09,0,0,0.01,0.1,0.01,0.01,17,6.8
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,80,15,5,8
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0.02,0.1,80,44,13,7.8
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,49,35,45,3.1
0.09,0,0,0.01,0.1,25,4,4,3.5
0.05,0.04,0,0.01,0.1,49,9,11,8
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.06,0.04,0,0.01,0.1,68,11,0.01,0.01
0.03,0.02,0.04,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,75,50,4,8.8
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0.1,0,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,78,47,13,8.3
0.05,0.03,0,0.02,0.1,59,11,4,6.3
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0,0,0.05,0.05,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,43,25,6,3.5
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.03,0.06,0,0.02,0.1,0.01,0.01,0.01,0.01
0.07,0.03,0,0,0.1,60,4,0.01,0.01
0.07,0.02,0,0.02,0.1,54,15,0.01,0.01
0.07,0.02,0,0.01,0.1,57,10,0.01,0.01
0.06,0.03,0,0.01,0.1,0.01,0.01,57,7.2
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0.01,0.1,64,49,16,7.1
0.07,0.03,0,0,0.1,77,21,8,8.6
0.07,0.01,0.02,0.01,0.1,55,59,41,6.1
0.04,0.06,0,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,77,12,14,7.5
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,32,4,4,1.8
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,69,17,7,7.7
0.05,0.04,0,0.01,0.1,60,14,14,8.5
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0,0.1,69,25,5,7.4
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.06,0.03,0,0.01,0.1,17,11,37,1.7
0.09,0,0,0.01,0.1,39,6,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,55,4,0.01,0.01
0.07,0.03,0,0,0.1,84,51,39,7.7
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0.01,0,0.01,0.1,75,6,0.01,0.01
0.07,0.02,0,0,0.1,61,26,0.01,0.01
0.07,0.02,0,0,0.1,28,13,8,4.6
0,0,0.09,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0.01,0.1,36,10,15,4.5
0.09,0,0,0.01,0.1,75,37,24,6.1
0.07,0.02,0,0.01,0.1,54,4,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0,0.03,0.01,0.1,73,36,35,8.2
0.06,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0,0.1,82,17,6,9.2
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0.01,0.08,0,0.1,58,16,70,6.3
0.07,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,43,12,57,5.1
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.06,0.03,0,0.01,0.1,47,11,0.01,0.01
0.07,0.02,0,0,0.1,46,17,10,8
0,0.08,0,0.01,0.1,73,13,50,6.8
0,0.08,0,0.02,0.1,0.01,0.01,0.01,0.01
0.08,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0.01,0,0.01,0.1,0.01,0.01,10,1.4
0.08,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0,0.01,0.01,0.1,65,33,14,7.7
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0.02,0,0,0.1,39,11,11,2.9
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0,0.1,67,21,6,5.2
0.09,0,0,0.01,0.1,67,5,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.01,0,0.01,0.1,68,4,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.03,0,0.05,0.01,0.1,72,45,41,7
0.05,0.04,0,0.01,0.1,42,19,18,8.3
0,0.09,0,0.01,0.1,0.01,0.01,0.01,0.01
0.06,0,0.03,0.01,0.1,65,16,11,7.3
0.05,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.04,0.05,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0.08,0,0.01,0.1,71,28,94,5.9
0.09,0,0,0.01,0.1,28,16,51,0.9
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.05,0.02,0.02,0.01,0.1,53,31,79,6
0.07,0.02,0,0,0.1,79,39,0.01,0.01
0.05,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0,0.01,0.01,0.1,64,15,40,4.4
0.06,0.03,0,0.01,0.1,52,46,65,5.5
0.05,0.04,0,0.01,0.1,53,23,0.01,0.01
0.06,0.03,0,0.01,0.1,55,10,5,4.2
0.04,0.03,0.01,0.01,0.1,53,19,22,7.2
0,0.02,0.07,0.01,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,62,26,7,9.1
0.05,0.04,0,0.01,0.1,51,15,14,5.9
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.09,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0.09,0,0.01,0.1,61,20,65,4.8
0.03,0.01,0.05,0.01,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.09,0,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0,0.1,54,13,0.01,0.01
0.05,0.04,0,0.01,0.1,0.01,0.01,17,6.8
0.03,0.01,0.05,0.01,0.1,69,43,23,6.6
0.05,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0,0,0.01,0.1,72,7,6,6.8
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0.01,0,0.01,0.1,57,15,0.01,0.01
0.06,0,0.03,0,0.1,63,27,10,6.6
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,64,24,17,7.3
0.03,0.06,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.09,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.01,0.01,0.07,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,71,8,27,7.6
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,56,15,4,5.5
0.03,0.05,0,0.02,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,49,5,0.01,0.01
0.07,0.02,0,0,0.1,68,16,0.01,0.01
0.09,0,0,0.01,0.1,60,8,0.01,0.01
0.05,0.04,0,0.01,0.1,73,39,13,7.5
0.08,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,71,7,5,8.2
0.05,0.04,0,0.01,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.1,64,12,0.01,0.01
0,0,0.09,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.05,0.03,0,0.01,0.1,0.01,0.01,15,3.5
0.09,0,0,0.01,0.1,0.01,0.01,8,4.6
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0.01,0,0.01,0.1,0.01,0.01,10,9
0.07,0.02,0,0,0.1,87,23,14,8.5
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0,0,0.01,0.1,54,6,5,8.2
0.05,0.02,0.03,0,0.1,0.01,0.01,0.01,0.01
0.08,0.01,0,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0.08,0,0,0.01,0.1,62,25,32,6.2
0.05,0.04,0,0.01,0.1,70,5,0.01,0.01
0.03,0.06,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,71,30,43,7.7
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.07,0.03,0,0,0.1,86,4,12,8.4
0.07,0.03,0,0,0.1,0.01,0.01,0.01,0.01
0,0,0.09,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,54,13,0.01,0.01
0.05,0.02,0.02,0,0.1,83,20,20,8.5
0.07,0.02,0,0.01,0.1,58,16,29,5.7
0.01,0,0.08,0,0.1,0.01,0.01,0.01,0.01
0,0.03,0.06,0,0.1,0.01,0.01,0.01,0.01
0,0.08,0,0.01,0.1,77,10,0.01,0.01
0,0,0.09,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.08,0,0,0.01,0.1,74,34,6,6.8
0.09,0,0,0.01,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.07,0.02,0,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,78,30,17,7.7
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,48,19,7,5.3
0,0,0.1,0,0.1,0.01,0.01,8,8
0.09,0,0,0.01,0.1,44,25,76,4.8
0.07,0.02,0,0,0.1,54,18,4,5
0.05,0.03,0.01,0.01,0.1,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.1,66,13,6,5.3
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0,0,0.1,0,0.1,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.09,78,16,0.01,0.01
0.05,0.03,0,0.01,0.09,60,16,7,7
0.03,0.05,0,0.02,0.09,75,19,50,8
0,0,0.09,0,0.09,0.01,0.01,0.01,0.01
0.07,0.02,0,0,0.09,61,43,9,4.1
0,0,0.09,0.01,0.09,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.09,61,11,7,8.3
0.07,0.02,0,0,0.09,0.01,0.01,0.01,0.01
0.09,0,0,0.01,0.09,0.01,0.01,0.01,0.01
0,0,0.09,0,0.09,0.01,0.01,0.01,0.01
0,0,0.09,0,0.09,0.01,0.01,0.01,0.01
0.07,0.02,0,0,0.09,0.01,0.01,0.01,0.01
0.05,0.04,0,0.01,0.09,62,13,10,8.7
0,0.04,0.04,0.01,0.09,80,36,116,6.3
0.02,0.06,0,0.01,0.09,0.01,0.01,0.01,0.01
0.06,0.03,0,0.01,0.09,60,25,6,6.8
0.07,0.02,0,0.01,0.09,43,42,116,1.2
