ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
5161,D,Ship,4,2,157,4,low,F,6,4964
6024,F,Flight,5,5,238,5,low,M,2,1657
8425,D,Ship,3,3,160,4,medium,F,7,5147
3644,F,Ship,5,5,155,3,medium,F,6,4109
5095,D,Ship,4,3,133,2,low,M,9,4145
10196,F,Ship,4,3,264,6,medium,F,10,1962
4068,F,Ship,5,3,260,6,medium,F,10,4986
6056,F,Ship,2,3,185,3,medium,F,7,4246
7004,F,Flight,3,5,208,3,low,M,1,4803
2227,D,Ship,4,3,180,4,low,M,14,1686
1542,F,Ship,2,5,278,4,low,M,34,3416
1183,D,Ship,3,3,140,2,medium,M,55,1847
2733,A,Road,4,4,235,3,low,F,17,3715
7979,C,Ship,3,4,188,5,low,F,3,4835
2658,F,Ship,3,4,272,3,low,M,44,2548
9556,B,Ship,3,3,229,3,medium,F,8,4549
5110,B,Ship,5,3,163,6,low,M,6,4349
9031,D,Road,6,2,240,6,low,M,3,5967
9221,C,Ship,5,3,156,3,low,F,6,5231
7321,D,Ship,5,4,273,6,medium,F,7,4058
7385,C,Road,3,3,275,4,medium,M,2,4086
9346,B,Ship,4,1,157,2,medium,F,7,4690
5155,D,Ship,2,4,193,4,low,M,7,5552
212,F,Ship,2,5,154,3,low,F,21,1113
1771,D,Road,5,5,189,4,high,F,16,3564
3778,B,Ship,2,4,147,2,medium,M,3,5136
4326,F,Ship,2,3,157,4,low,M,3,1203
10887,A,Ship,4,2,226,2,low,F,2,4332
8605,D,Road,$7,1,287,4,low,M,1,1660
3810,F,Road,4,3,283,7,high,F,1,4216
1663,D,Ship,6,1,286,7,medium,F,7,2338
7914,F,Ship,4,2,192,2,low,M,9,4140
1569,A,Ship,3,2,174,3,low,M,4,1337
1291,D,Ship,4,3,242,3,low,M,1,2808
7633,D,Ship,4,1,237,4,low,F,4,4697
10113,A,Road,3,3,137,3,high,M,7,5794
1456,B,Ship,4,5,241,4,medium,M,58,2874
8988,F,Ship,5,2,235,2,low,F,10,4938
9128,F,Ship,6,3,218,6,high,F,5,4352
2972,F,Ship,5,3,145,2,medium,M,6,1965
5705,C,Ship,3,1,245,2,low,F,8,4594
7415,C,Flight,6,3,286,4,medium,F,7,1132
2836,B,Ship,3,3,186,3,low,M,24,3262
1539,A,Ship,4,4,142,4,medium,M,2,1461
7605,A,Ship,3,5,224,3,low,M,6,5115
2237,C,Ship,4,2,275,3,medium,M,26,2449
9388,B,Ship,3,2,177,3,low,F,9,5427
5630,F,Flight,4,4,265,2,medium,F,9,4106
4299,A,Ship,3,5,140,3,low,M,9,4733
4284,F,Ship,6,1,246,6,low,F,9,5466
6438,F,Flight,4,1,171,4,medium,M,2,5082
4870,B,Ship,3,2,264,3,low,F,8,5831
1157,C,Ship,4,5,262,3,medium,F,38,3139
6402,F,Ship,3,3,237,2,medium,M,8,5516
10155,A,Flight,4,4,237,5,medium,F,6,4586
2963,C,Ship,5,5,208,8,low,M,39,2905
5370,F,Ship,4,2,197,3,low,F,6,5826
10228,B,Ship,3,4,267,3,low,F,3,4566
1029,A,Ship,3,3,193,3,medium,M,11,3188
4036,B,Ship,3,3,150,2,medium,M,6,4170
3898,B,Ship,4,4,207,3,low,M,9,4314
9171,A,Road,5,3,257,5,low,F,7,1451
1799,C,Ship,5,1,191,3,low,M,56,3538
5460,F,Road,4,4,146,3,low,F,10,5805
2145,A,Ship,3,5,237,3,low,M,55,2451
5187,A,Road,4,5,234,3,low,M,3,5438
8220,F,Flight,4,5,173,3,medium,F,8,4040
792,F,Ship,5,4,133,2,medium,M,30,1161
4404,F,Ship,5,3,187,3,low,F,3,4343
8720,F,Ship,4,4,265,4,medium,F,6,4607
7930,B,Road,4,4,97,6,low,M,4,5801
2793,A,Ship,4,4,171,3,medium,F,11,1594
4968,F,Ship,3,1,268,3,low,M,2,4746
10178,F,Ship,6,3,284,4,low,F,3,1291
9390,F,Ship,4,2,210,3,low,F,9,4102
7339,D,Ship,2,5,270,6,medium,F,1,5675
7286,F,Ship,3,4,199,3,medium,F,3,4067
1047,A,Ship,3,3,231,2,medium,F,24,2177
9599,C,Flight,6,1,215,4,low,M,1,4581
6685,D,Ship,4,3,150,2,high,F,8,4965
8222,F,Flight,4,5,232,3,low,F,8,5923
6006,F,Road,6,4,292,4,low,M,3,1826
1484,F,Road,4,4,151,3,medium,F,6,1930
8788,B,Ship,3,4,151,3,medium,F,3,4938
1307,C,Ship,4,3,252,2,medium,M,1,2336
1788,F,Flight,4,2,135,2,low,M,54,1011
6342,F,Ship,5,4,138,2,medium,F,8,5885
1361,C,Road,5,5,230,2,medium,F,36,3381
9812,F,Ship,4,3,274,3,low,F,5,4409
1711,D,Ship,4,1,227,3,low,M,54,3972
8073,A,Road,2,3,263,3,low,M,10,5997
8315,C,Ship,$7,2,281,4,low,F,6,1118
6493,D,Ship,6,1,300,5,low,F,10,1787
696,F,Flight,4,1,179,3,low,M,63,1215
4695,A,Ship,3,2,176,2,low,F,2,5083
9538,B,Ship,3,3,275,3,medium,M,7,4968
6920,F,Ship,6,1,288,4,medium,M,8,1806
5199,A,Road,5,5,271,4,high,F,6,4547
236,F,Ship,2,2,134,3,low,M,38,1352
6681,A,Ship,4,2,201,2,low,M,3,4869
7975,D,Ship,4,5,137,3,medium,M,1,4861
4976,F,Ship,4,2,194,8,medium,M,10,5995
2396,F,Ship,3,3,179,3,medium,F,12,1125
1938,F,Ship,3,4,181,3,low,M,45,2486
2332,B,Flight,4,3,238,2,medium,M,43,2200
2294,F,Ship,3,5,225,3,low,F,12,2721
7476,F,Ship,5,3,246,5,medium,M,4,1257
9807,A,Ship,4,1,150,2,low,M,5,4133
829,D,Flight,4,2,230,3,medium,M,33,3602
4383,A,Flight,2,2,204,4,high,M,5,5382
10679,C,Road,3,3,241,3,low,F,6,5261
1057,D,Ship,3,4,272,4,low,F,23,2048
6062,F,Ship,3,5,271,2,medium,M,7,4958
10881,A,Ship,3,4,148,3,low,M,1,4387
3502,B,Ship,4,2,247,3,medium,M,8,4977
6230,F,Ship,6,3,278,4,medium,M,4,1716
5770,B,Flight,6,5,244,4,medium,F,4,1648
7774,B,Ship,6,1,214,2,low,M,5,4708
5364,F,Ship,4,5,226,5,low,F,5,4833
7073,C,Ship,3,1,150,2,low,F,6,5355
3213,A,Ship,4,5,243,3,low,F,2,4909
5188,B,Road,5,5,257,4,medium,M,10,5180
72,F,Ship,5,5,230,2,low,F,2,2229
1135,D,Ship,4,1,177,4,low,F,13,1569
2105,C,Ship,5,5,248,3,medium,F,9,3873
4532,F,Flight,6,1,174,10,medium,M,7,4287
9284,F,Ship,3,4,185,2,medium,M,5,4574
167,C,Ship,5,2,141,3,high,F,34,1020
10670,F,Road,5,2,221,5,low,F,2,1855
270,F,Flight,4,5,208,3,medium,M,23,2056
7259,C,Flight,3,5,252,2,low,M,2,4888
7388,F,Road,4,1,157,7,low,F,7,4385
4791,A,Flight,5,1,199,10,medium,F,8,4140
1844,F,Ship,3,1,267,3,low,F,57,3257
9244,B,Ship,4,5,136,2,medium,M,4,5923
10631,C,Ship,3,2,208,2,low,F,6,5344
6800,F,Ship,3,4,265,10,low,M,10,4049
2689,D,Ship,2,2,137,3,low,F,20,1823
1401,A,Ship,4,3,247,4,low,M,16,2362
4034,F,Ship,3,5,169,3,low,F,6,5397
790,B,Ship,3,2,138,3,medium,F,34,1159
6393,A,Ship,3,1,146,2,medium,F,8,5375
7345,D,Ship,3,4,185,2,low,M,4,5926
8835,A,Ship,5,4,252,5,low,M,2,1847
3230,F,Ship,4,1,133,2,medium,M,8,4277
10630,B,Ship,4,5,274,4,low,M,3,5145
473,C,Ship,2,2,189,4,low,M,9,3413
2903,C,Ship,6,2,283,2,low,F,18,3077
7848,F,Ship,4,5,177,3,medium,F,7,4243
916,B,Ship,4,1,258,3,medium,M,3,3928
2083,D,Ship,5,4,215,2,medium,M,34,2713
9842,F,Road,5,4,208,6,medium,M,8,5098
6644,F,Ship,5,1,183,3,low,F,10,5023
7267,D,Flight,4,5,223,3,medium,M,7,5832
9155,C,Road,6,5,285,4,medium,F,5,1631
6854,F,Flight,4,3,182,3,high,F,3,5624
2444,F,Road,2,5,116,3,low,F,3,1688
8051,C,Ship,6,1,295,4,low,M,10,1600
7232,F,Ship,3,3,202,2,medium,F,1,5220
3255,A,Ship,3,4,100,3,medium,M,4,4191
8518,B,Ship,4,4,183,4,low,F,6,4562
7363,D,Ship,4,3,203,2,medium,F,7,4185
10482,F,Ship,5,4,263,5,low,M,5,1181
2644,B,Ship,4,4,196,3,low,F,11,3244
1023,A,Ship,3,4,260,3,low,F,21,2003
9873,A,Flight,3,5,161,3,low,F,4,5629
3331,D,Ship,6,3,224,6,high,M,8,5661
9122,F,Ship,5,3,210,7,medium,F,4,4362
138,F,Flight,3,5,162,2,medium,M,7,1739
3391,D,Ship,5,4,273,3,medium,M,6,4044
9774,F,Ship,3,5,174,6,low,M,6,5713
6846,F,Flight,4,2,186,2,low,M,2,5604
6714,F,Flight,4,4,279,6,medium,M,5,4898
3484,B,Ship,4,1,273,3,low,F,5,5323
2189,C,Flight,3,3,183,3,high,F,6,3364
5354,F,Flight,4,3,167,3,medium,F,1,4621
5146,B,Ship,5,4,97,6,high,M,7,5509
8078,F,Road,4,4,155,4,low,F,10,5483
2775,A,Ship,3,1,150,3,low,F,43,1831
1807,D,Ship,2,5,109,3,medium,M,12,1715
6486,F,Ship,3,4,260,4,medium,M,10,5425
2411,C,Ship,4,1,274,4,medium,M,57,3332
10599,A,Ship,4,2,177,3,medium,M,5,5757
2377,D,Ship,4,1,264,3,low,F,39,3719
5800,B,Ship,4,3,175,3,low,F,2,5208
9021,A,Road,3,2,124,5,medium,M,10,5348
437,C,Ship,5,4,222,3,low,F,20,3632
592,B,Ship,3,3,281,2,medium,M,55,3047
3205,D,Ship,3,1,190,3,medium,F,2,4312
2383,D,Ship,3,5,244,3,low,F,8,3154
791,C,Ship,4,3,200,2,medium,M,65,3485
10582,B,Ship,4,2,152,4,medium,F,3,4006
7079,C,Ship,6,3,247,6,medium,M,3,4582
7606,B,Ship,3,1,236,3,low,M,2,4298
10498,B,Ship,2,3,136,3,low,M,10,4933
8167,D,Ship,3,1,133,3,low,F,5,5213
4643,C,Road,4,3,204,2,low,F,7,4717
10980,F,Ship,4,2,253,5,low,F,3,1086
6619,D,Ship,4,1,247,6,low,M,4,1349
2931,A,Ship,4,4,255,3,medium,F,60,2777
1639,D,Road,4,4,209,3,medium,F,52,2740
1621,D,Road,4,1,270,3,medium,F,64,2406
8174,F,Ship,4,2,181,3,medium,M,4,5717
8491,D,Flight,4,1,194,2,medium,F,1,4198
1843,D,Ship,3,5,143,2,low,M,17,1422
10209,A,Ship,5,2,263,6,low,M,2,1851
10757,C,Ship,2,4,160,5,low,F,3,1645
9095,C,Ship,6,3,253,4,medium,F,9,1823
7852,B,Ship,4,4,146,3,low,M,3,5225
6819,A,Ship,4,5,223,5,medium,F,6,1579
10268,F,Road,4,4,173,3,low,M,10,4616
3921,A,Ship,2,1,168,3,low,F,7,4008
6142,B,Road,3,1,133,3,low,F,9,5724
8301,A,Ship,5,2,184,3,low,F,4,4552
10601,C,Ship,5,1,240,5,medium,F,5,4144
5516,F,Ship,6,5,268,4,low,M,10,1170
1269,A,Ship,6,4,129,5,low,F,58,1463
7935,A,Road,2,2,165,3,medium,F,10,4080
3876,F,Ship,4,5,155,3,medium,M,8,4924
6844,B,Road,4,5,134,10,medium,M,5,4244
7900,B,Ship,5,5,261,5,medium,M,9,5385
3369,A,Ship,4,2,296,2,medium,F,2,1233
10528,B,Road,5,5,237,3,medium,M,5,4285
10618,B,Ship,3,4,160,3,medium,M,3,5662
2406,F,Ship,4,2,149,3,medium,F,54,1506
1284,F,Ship,4,1,267,3,medium,M,37,2716
3665,C,Ship,3,3,250,5,medium,M,8,5762
4412,F,Ship,3,4,257,4,low,M,9,4537
5192,F,Road,5,5,187,4,medium,F,9,5326
954,F,Road,3,1,160,10,medium,F,29,1952
10018,B,Flight,5,4,235,3,medium,F,8,4636
5542,B,Ship,4,4,260,2,low,M,3,5801
345,A,Ship,5,3,197,4,low,F,2,2222
5096,F,Ship,3,4,243,2,medium,M,1,5840
4314,F,Ship,3,4,170,7,low,M,7,4957
8499,A,Flight,5,4,274,3,low,M,1,5017
7283,C,Ship,4,3,161,3,high,F,7,4799
2767,D,Ship,3,1,132,2,medium,F,16,1731
196,B,Ship,2,5,140,3,low,F,30,1030
5327,C,Road,6,1,250,3,low,M,5,5621
5633,C,Flight,5,4,217,2,medium,F,3,5925
10790,F,Ship,6,3,136,3,low,F,10,1826
1825,D,Ship,4,5,260,3,low,F,14,2071
63,A,Ship,5,1,105,6,medium,M,62,1292
4987,D,Ship,$7,1,278,4,low,M,10,1508
7068,F,Ship,3,4,166,4,low,M,4,5107
7595,C,Ship,3,3,176,3,low,F,10,5284
7420,B,Ship,5,5,242,5,medium,M,3,1444
998,F,Ship,3,5,164,3,medium,F,43,1423
3336,F,Ship,3,4,179,2,low,F,2,4931
4472,F,Ship,5,5,168,3,low,F,6,4088
4099,D,Road,3,2,250,3,medium,F,4,5361
10994,F,Ship,5,1,257,6,low,F,1,1150
6437,C,Flight,2,1,173,2,high,M,1,4135
2766,F,Ship,5,5,226,3,low,M,50,2348
10237,D,Ship,4,4,175,2,medium,F,10,4927
1146,F,Ship,5,1,186,10,low,M,64,2529
3759,A,Ship,6,3,231,4,low,F,7,4553
1179,A,Ship,4,3,118,5,low,F,15,1601
4737,A,Ship,4,4,245,2,low,M,6,5772
2141,C,Ship,3,3,160,3,medium,F,65,1228
7889,C,Ship,3,1,212,6,low,M,5,5339
3670,B,Ship,3,3,198,2,low,M,8,4620
9666,F,Ship,$7,5,289,4,low,F,10,1074
9716,F,Road,4,5,248,3,low,F,2,5310
2358,F,Ship,4,3,267,3,low,F,42,2332
10541,C,Road,3,5,253,4,medium,F,5,4761
4434,F,Ship,4,5,163,3,high,M,4,5863
7875,A,Ship,4,5,236,4,medium,M,1,4082
4699,D,Ship,4,3,213,3,low,F,2,5722
2493,A,Ship,5,1,222,4,low,M,63,3506
7185,A,Ship,3,2,214,2,medium,M,3,1983
4044,F,Ship,3,3,185,3,medium,F,10,4387
4252,B,Flight,4,2,266,3,medium,M,4,4197
938,F,Road,4,5,143,2,medium,F,20,1360
10478,F,Ship,5,1,248,5,low,M,3,1642
6386,F,Ship,3,4,269,2,low,F,8,5294
2893,D,Flight,3,2,190,3,medium,M,18,2715
2210,F,Ship,4,4,218,4,low,M,45,3234
8784,F,Flight,4,5,229,4,medium,F,6,4157
5389,D,Ship,3,3,211,4,low,M,7,4733
2516,F,Ship,4,3,220,3,medium,M,8,3342
7242,F,Road,4,5,129,5,medium,M,7,5554
4855,D,Ship,2,5,284,3,medium,M,6,4575
4361,C,Road,4,5,142,2,low,M,2,5150
8429,C,Ship,4,1,236,3,low,F,8,4114
8801,C,Ship,3,3,232,2,medium,F,8,5544
6718,B,Flight,4,3,204,3,medium,M,2,5010
10344,F,Ship,2,1,109,4,low,F,3,5264
9058,B,Flight,4,5,195,3,medium,M,7,4835
1626,F,Road,4,4,236,7,medium,M,62,2280
1409,C,Ship,5,3,274,3,medium,F,54,2905
1923,A,Flight,5,5,161,3,medium,F,59,1037
1095,A,Flight,3,1,185,3,medium,M,3,3051
4473,A,Ship,3,3,264,3,medium,F,6,4247
7151,C,Ship,5,5,274,5,low,M,7,1875
10177,D,Ship,6,3,277,4,medium,F,6,1433
1889,C,Ship,3,2,169,10,medium,F,4,1665
9072,F,Ship,3,1,159,3,low,F,3,5044
8121,A,Ship,3,4,151,3,medium,M,5,4767
4169,C,Ship,3,5,228,2,low,M,6,5893
5461,D,Road,$7,3,281,4,low,F,4,1480
2729,C,Road,4,4,179,3,low,M,48,1943
7573,D,Ship,3,5,194,3,low,M,6,4295
6013,D,Road,6,4,244,4,medium,M,7,1795
8163,A,Ship,5,5,257,3,medium,F,9,5972
9883,D,Ship,6,5,268,4,medium,F,1,1248
4449,A,Ship,5,1,246,2,low,F,4,5461
7418,F,Ship,$7,5,282,5,low,M,7,1260
9120,F,Ship,4,1,225,2,medium,M,5,5714
8860,B,Ship,5,1,242,5,low,F,8,1815
4032,F,Ship,6,5,98,3,low,F,8,5946
8658,F,Ship,4,4,252,5,medium,M,2,1995
372,F,Ship,4,5,159,3,medium,M,18,1808
1309,D,Ship,5,4,141,3,medium,M,64,1677
3723,A,Ship,4,2,174,3,medium,F,10,4318
2183,C,Road,3,4,167,3,medium,M,50,1068
4420,B,Ship,2,3,239,3,high,M,1,5910
3809,C,Ship,4,1,204,2,low,M,7,5795
5986,B,Ship,4,3,184,8,low,M,4,4686
4225,D,Road,2,4,246,2,medium,M,1,5374
8404,B,Ship,3,4,250,3,low,M,6,5565
2184,F,Road,3,2,257,3,low,F,25,2334
9146,F,Ship,6,3,279,4,low,M,7,1090
2422,B,Ship,3,3,188,5,low,M,25,3992
3428,F,Flight,4,3,148,5,medium,F,6,4802
4640,F,Road,5,1,257,3,medium,F,5,4355
85,D,Ship,4,5,197,2,medium,F,40,2710
130,B,Road,4,5,224,4,medium,M,21,2026
3041,C,Ship,3,2,149,3,medium,F,64,1920
4821,A,Ship,6,3,247,4,low,M,3,1616
3262,B,Road,5,1,248,2,low,F,9,5881
1833,A,Ship,3,4,166,2,medium,F,58,1319
4712,F,Ship,4,2,239,3,medium,F,5,5978
1110,F,Flight,4,3,143,2,high,M,39,1727
10545,A,Flight,4,1,195,2,low,F,3,4165
8528,F,Ship,4,5,224,2,low,M,8,5871
2015,C,Ship,3,4,241,3,low,F,50,3074
10015,D,Flight,3,3,185,2,low,M,4,4746
9629,C,Ship,6,1,286,4,medium,M,10,1177
1019,C,Ship,3,2,167,2,low,M,2,1010
1325,C,Ship,3,5,171,3,medium,F,24,1300
1859,C,Ship,2,2,190,3,low,M,51,2380
2531,C,Ship,4,1,141,2,low,F,23,1689
9312,F,Flight,3,2,204,2,high,M,8,4562
1981,D,Ship,3,2,157,2,low,M,29,1115
5044,B,Road,4,2,224,2,low,M,9,5603
665,C,Road,4,5,197,3,low,F,34,3784
4953,A,Ship,4,2,242,3,medium,M,10,4721
2949,A,Ship,5,2,198,3,low,F,44,3706
9914,F,Ship,$7,2,277,5,low,F,7,1260
877,D,Ship,3,3,247,2,medium,M,55,3461
3286,B,Flight,3,3,191,3,low,M,4,4586
7986,F,Ship,4,3,154,10,high,M,7,5317
5676,F,Ship,3,4,102,3,medium,M,9,4111
1767,A,Road,4,3,218,4,low,F,50,3990
4248,F,Flight,3,5,161,3,low,M,2,4475
2091,A,Ship,3,2,139,3,high,F,4,1546
38,F,Ship,2,4,181,6,medium,F,16,3605
4077,A,Ship,5,2,248,8,low,F,10,4583
5360,F,Flight,4,4,145,2,medium,M,8,5645
1884,F,Ship,3,5,241,10,medium,M,41,3015
8862,F,Ship,6,3,260,4,low,F,1,1775
712,B,Ship,3,1,202,2,high,F,21,3120
10544,F,Road,3,5,158,3,low,M,10,4861
7112,F,Road,5,3,268,5,medium,F,10,1660
1563,A,Ship,4,2,136,2,medium,M,19,1387
7861,D,Ship,4,2,139,3,medium,M,10,4648
10197,A,Ship,5,5,243,6,low,M,9,1348
2943,A,Ship,3,3,148,2,low,M,39,1402
309,A,Ship,4,2,165,2,high,M,11,1596
627,A,Ship,5,2,236,3,low,F,51,3402
7737,A,Ship,6,2,309,4,medium,F,8,1289
269,C,Road,3,5,241,3,low,F,21,3078
7999,D,Ship,6,4,276,4,low,F,2,1120
5022,F,Ship,6,2,293,5,low,F,3,1969
171,A,Ship,4,3,185,3,medium,F,10,2263
4713,A,Ship,4,1,151,6,low,M,7,4387
3836,F,Flight,3,5,220,4,low,M,2,4313
6251,C,Ship,4,3,273,10,medium,F,8,4896
7870,B,Ship,4,5,240,2,medium,M,6,5045
5717,C,Ship,5,1,250,4,medium,M,10,5306
7868,F,Ship,4,3,213,3,medium,M,4,4367
8587,D,Ship,3,5,251,10,medium,M,9,5962
6691,D,Road,3,3,213,2,low,M,10,5495
9637,D,Ship,4,4,251,5,medium,F,2,1329
10681,D,Road,5,3,132,3,low,M,7,4462
3750,F,Ship,4,4,273,2,low,M,9,5151
4437,A,Ship,3,4,212,3,medium,M,10,4663
5796,F,Ship,4,5,142,2,medium,F,9,5425
4319,C,Ship,4,4,249,10,medium,F,2,4190
5404,B,Ship,5,3,192,3,medium,F,6,4037
5203,D,Flight,4,1,139,3,low,M,6,4942
4949,C,Flight,5,4,275,4,low,F,7,4597
6821,C,Ship,4,4,273,5,low,M,10,1316
166,B,Ship,3,3,166,4,medium,F,17,1498
3494,F,Ship,3,1,166,3,medium,M,9,4410
8435,C,Ship,3,5,147,3,medium,M,8,5272
10218,F,Ship,4,3,254,5,low,F,8,1851
1880,F,Ship,3,1,143,2,low,F,63,1246
5744,F,Road,4,1,242,2,low,F,2,5825
8302,B,Ship,5,3,226,2,high,F,2,4219
3683,C,Road,5,5,174,3,high,F,9,5969
2110,B,Ship,4,3,149,2,low,F,58,1657
1629,A,Road,4,2,140,3,medium,F,49,1820
5486,F,Flight,4,5,113,3,medium,F,10,4053
2966,F,Ship,3,5,126,2,low,F,29,1192
4018,B,Ship,4,2,151,3,medium,M,8,4390
5510,F,Ship,6,4,304,4,low,M,6,1342
3472,B,Ship,3,4,259,2,medium,F,3,4154
3448,B,Ship,4,2,161,3,low,F,4,5947
10906,B,Ship,2,2,210,3,medium,F,10,4324
7054,B,Ship,4,5,137,2,high,F,6,5208
2328,F,Flight,4,4,282,6,medium,F,52,3009
1041,A,Ship,2,1,189,2,high,M,48,2429
6665,C,Ship,3,4,199,3,low,M,7,5089
1959,A,Ship,4,2,163,3,low,F,11,1926
7203,A,Ship,5,5,246,5,low,F,6,1911
9782,F,Ship,3,3,168,2,low,M,1,5097
10612,B,Ship,5,3,262,5,low,M,7,4157
1773,A,Road,5,3,204,2,low,M,40,2181
2564,F,Ship,4,5,156,3,low,F,33,1836
6814,B,Ship,6,3,308,5,medium,F,4,1118
10110,F,Ship,2,3,216,3,high,M,9,4032
6750,F,Ship,5,3,173,3,low,M,5,5395
1211,C,Road,5,5,128,5,low,M,34,1008
1654,B,Flight,5,3,260,2,high,F,63,2715
5271,A,Ship,6,4,306,4,low,F,6,1461
602,F,Ship,3,4,145,3,medium,M,44,1218
2033,C,Road,3,4,195,2,medium,F,32,3719
9132,F,Ship,6,3,256,4,low,F,9,1212
5034,F,Ship,6,5,276,4,medium,F,6,1005
8193,A,Ship,4,5,201,3,low,M,7,4048
10399,D,Road,4,4,146,10,low,F,3,4152
9635,C,Ship,$7,3,289,4,low,F,3,1037
5583,A,Ship,5,4,140,4,low,F,10,4528
2950,B,Ship,3,5,207,4,low,F,45,3770
4932,F,Flight,4,3,205,2,medium,M,10,4178
3790,B,Ship,3,1,154,10,medium,F,3,4524
2816,F,Ship,4,1,161,3,low,M,59,1454
10987,D,Ship,4,5,255,5,medium,M,5,1458
6084,F,Ship,5,1,261,4,high,F,6,4852
9482,F,Ship,5,1,234,3,low,F,4,5033
1852,B,Ship,3,1,169,10,medium,F,15,1107
1452,F,Ship,3,2,257,3,low,F,6,3620
5301,A,Ship,4,4,134,2,medium,F,5,5230
8839,D,Ship,5,1,232,5,low,M,6,1427
10546,B,Flight,5,1,202,4,low,F,2,5748
6494,F,Ship,$7,3,133,5,low,F,4,1783
10587,A,Ship,4,2,258,3,low,F,5,5393
379,D,Ship,3,5,152,3,low,M,43,1282
8235,A,Flight,6,3,229,8,medium,M,6,4600
4574,F,Ship,4,4,185,3,medium,M,9,4469
7869,A,Ship,2,1,202,2,medium,F,5,4456
1927,D,Flight,3,1,264,4,low,M,33,3561
7281,A,Ship,4,3,183,3,low,M,4,5866
354,F,Ship,4,3,255,2,high,M,47,2956
3376,B,Ship,4,2,268,3,low,F,3,5488
1253,C,Ship,5,5,226,3,medium,F,65,3840
3394,B,Ship,4,2,275,6,medium,M,2,1712
6259,D,Ship,6,1,244,4,low,M,5,1867
6770,F,Ship,5,5,195,4,low,F,1,4393
2042,F,Road,4,4,162,2,medium,M,30,1158
3265,D,Road,4,5,216,2,low,M,2,4905
2967,A,Ship,4,1,222,4,medium,F,42,2762
1979,C,Ship,3,4,268,2,high,F,39,2822
7462,B,Ship,5,1,261,5,low,M,5,1837
2683,D,Ship,4,4,279,5,medium,F,56,2697
6951,A,Ship,3,1,221,2,medium,F,6,5267
361,D,Ship,5,2,246,3,medium,M,49,3236
8477,C,Road,5,1,258,6,low,F,7,4344
4725,A,Ship,5,3,199,4,medium,F,8,5362
5993,C,Ship,4,4,187,3,low,F,8,4893
6289,D,Road,4,5,264,6,low,M,6,1637
6962,F,Road,5,2,274,2,low,F,5,4154
1746,F,Ship,4,5,147,2,low,M,17,1057
10170,F,Ship,5,5,151,3,medium,M,2,5506
6607,D,Ship,4,4,138,3,medium,F,7,1597
9702,F,Road,6,5,281,4,medium,M,5,1484
2982,F,Ship,3,1,250,3,low,F,8,3617
5149,D,Ship,5,3,241,3,low,F,2,5587
3026,F,Flight,5,4,182,4,low,M,61,3063
10104,F,Ship,4,3,212,2,low,M,8,5513
1608,F,Ship,3,3,233,3,medium,M,35,2204
8557,D,Ship,6,4,246,4,medium,M,3,1852
2782,B,Ship,4,4,138,7,medium,M,65,1530
9416,F,Ship,4,4,275,5,medium,M,5,1117
3257,C,Ship,5,2,137,3,low,M,6,4883
10791,A,Ship,4,4,224,5,medium,F,5,1184
7017,A,Ship,6,1,103,4,low,M,2,5089
2010,F,Ship,3,5,168,4,medium,M,23,1347
7632,F,Ship,5,4,225,2,low,M,8,4725
5406,F,Ship,2,2,146,4,low,M,4,5817
10738,B,Ship,5,3,229,5,low,F,1,1424
335,C,Ship,4,2,220,5,low,M,33,2854
5877,A,Road,4,3,203,4,low,F,1,5274
2500,B,Ship,3,4,240,2,low,M,8,3883
5263,D,Ship,6,4,285,4,medium,M,6,1582
9806,F,Ship,4,5,160,2,medium,F,8,5234
10090,B,Ship,5,3,137,4,low,F,9,4754
3195,A,Ship,3,1,273,6,low,M,1,1293
7435,D,Ship,5,1,171,2,low,M,9,5252
5660,F,Ship,3,1,153,4,medium,F,1,4608
10917,A,Ship,5,1,224,5,low,M,1,1600
6773,C,Ship,2,5,185,3,low,F,9,5810
8004,F,Ship,$7,3,308,5,medium,M,10,1152
5204,F,Flight,3,4,243,3,medium,F,8,4959
1205,C,Ship,5,2,198,5,low,M,65,1994
7646,F,Road,4,2,173,3,medium,M,6,4963
4804,B,Flight,6,3,247,4,medium,F,4,1476
9534,F,Ship,3,3,246,4,low,F,3,4316
7180,B,Ship,5,5,263,4,low,F,9,1551
1419,A,Ship,3,5,180,3,low,M,6,1228
7341,A,Ship,4,2,154,2,medium,F,6,4705
5315,C,Ship,3,5,181,4,high,F,1,4971
9268,B,Ship,4,2,145,3,medium,F,7,5823
5756,F,Flight,6,1,309,4,low,F,6,1866
7829,C,Ship,3,4,221,3,low,M,10,4927
10749,A,Ship,5,4,229,5,low,M,9,1069
3342,F,Ship,5,4,147,4,medium,M,6,4369
1636,B,Road,4,2,278,6,low,F,36,2330
1151,C,Ship,3,4,148,10,high,F,12,1779
8046,F,Ship,5,1,307,4,low,M,8,1511
342,F,Ship,3,2,169,2,high,M,30,1698
1703,C,Ship,5,2,188,3,medium,F,50,3992
6930,F,Ship,5,4,257,5,low,M,10,1695
512,F,Ship,5,2,172,3,medium,M,65,1667
885,A,Ship,2,2,161,2,medium,F,1,1642
8412,F,Ship,3,2,168,3,medium,M,10,4979
10771,D,Ship,4,1,249,6,medium,M,7,1415
