UDI,Product,type,Air,Process,Rotationa2,Torque,Too2,Target
4775,251954,2,303.6,312,1827,23.3,103,0
4776,251955,2,303.5,312,1761,25.8,105,0
4777,251956,2,303.5,312.1,1522,36.4,107,0
4778,119637,1,303.5,312.2,1818,23.6,109,0
4779,334192,3,303.6,312.2,1371,54.6,112,1
4780,251959,2,303.7,312.3,1511,38.9,117,0
4781,251960,2,303.7,312.4,1404,46.6,119,0
4782,251961,2,303.7,312.3,1384,45.9,121,0
4783,251962,2,303.8,312.5,1368,52.6,123,0
4784,251963,2,303.7,312.5,1641,36,125,0
4785,251964,2,303.9,312.6,1642,32.3,127,0
4786,334199,3,303.9,312.7,1401,50,129,0
4787,251966,2,303.8,312.6,1577,41.3,134,0
4788,251967,2,303.7,312.6,1396,44.1,136,0
4789,334202,3,303.7,312.6,1514,35.5,138,0
4790,251969,2,303.8,312.8,1646,35.8,143,0
4791,251970,2,303.8,312.8,1443,40.7,145,0
4792,119651,1,303.7,312.7,1469,48.5,147,0
4793,334206,3,303.7,312.7,1564,40.2,150,0
4794,334207,3,303.6,312.6,1498,40.2,155,0
4795,251974,2,303.6,312.6,1699,27.9,160,0
4796,251975,2,303.6,312.5,1431,49,162,0
4797,251976,2,303.5,312.4,1390,47.3,164,0
4798,251977,2,303.5,312.5,1380,46.1,166,0
4799,251978,2,303.5,312.5,1457,46.4,168,0
4800,251979,2,303.5,312.5,1418,42.2,170,0
4801,119660,1,303.5,312.5,1353,51,172,0
4802,251981,2,303.5,312.4,1574,32.7,175,0
4803,119662,1,303.5,312.4,1318,54.2,177,0
4804,251983,2,303.6,312.5,1710,31.4,180,0
4805,251984,2,303.7,312.6,1621,38.8,182,0
4806,251985,2,303.6,312.6,1606,33.6,184,0
4807,334220,3,303.6,312.5,1375,54,186,0
4808,251987,2,303.5,312.4,1503,36.5,191,0
4809,251988,2,303.5,312.3,1404,48.6,193,0
4810,251989,2,303.4,312.2,1656,32.7,195,0
4811,119670,1,303.4,312.1,1499,39.4,197,0
4812,119671,1,303.4,312,1748,28.4,200,0
4813,251992,2,303.4,311.9,1531,37.9,203,0
4814,119673,1,303.3,311.8,1536,40.6,205,0
4815,251994,2,303.4,311.8,1401,53,208,1
4816,334229,3,303.4,311.9,1534,33.2,210,0
4817,251996,2,303.4,312,1521,35.9,215,1
4818,251997,2,303.5,312.1,1674,30.8,0,0
4819,119678,1,303.6,312.1,1967,20.9,2,0
4820,251999,2,303.6,312.2,1696,30.7,5,0
4821,119680,1,303.6,312.1,1627,32.5,7,0
4822,252001,2,303.5,311.9,1405,45.6,10,0
4823,252002,2,303.5,311.9,1565,38.9,12,0
4824,252003,2,303.5,311.9,1493,38.7,14,0
4825,252004,2,303.4,311.8,1499,45,16,0
4826,252005,2,303.3,311.8,1692,30.6,18,0
4827,252006,2,303.4,311.8,2268,15.8,20,0
4828,252007,2,303.4,311.8,1438,58.9,22,0
4829,252008,2,303.5,311.9,1515,39.2,24,0
4830,252009,2,303.4,311.9,1491,38.2,26,0
4831,252010,2,303.5,312,1756,29.7,28,0
4832,252011,2,303.5,312,1366,54.5,30,1
4833,252012,2,303.5,312,1436,45.1,32,0
4834,252013,2,303.4,311.9,1377,41.6,34,1
4835,119694,1,303.4,311.9,1510,42.2,36,0
4836,119695,1,303.4,311.9,1419,50.9,39,0
4837,252016,2,303.3,311.8,1315,62,42,1
4838,334251,3,303.3,311.8,1806,27.7,44,0
4839,334252,3,303.3,311.8,1649,29.4,49,0
4840,334253,3,303.4,311.9,1402,50,54,0
4841,252020,2,303.4,311.9,1298,63.9,59,1
4842,119701,1,303.3,311.8,1441,44.9,61,0
4843,119702,1,303.3,311.8,1489,49.4,64,0
4844,252023,2,303.3,311.8,1842,24.5,67,0
4845,119704,1,303.4,311.8,1316,50.9,69,1
4846,119705,1,303.3,311.8,1583,33.3,72,0
4847,119706,1,303.3,311.8,1548,33.5,75,0
4848,252027,2,303.4,311.9,1434,44.6,78,0
4849,334262,3,303.5,312,1397,52.9,80,0
4850,119709,1,303.5,312,1475,42.9,85,0
4851,252030,2,303.5,312,1441,56.8,88,0
4852,252031,2,303.7,312.1,1363,51.8,90,1
4853,252032,2,303.7,312.2,1619,34.9,92,0
4854,252033,2,303.7,312.2,1487,34,94,0
4855,252034,2,303.7,312.2,1568,33.8,96,0
4856,252035,2,303.7,312.3,1375,46.2,98,0
4857,119716,1,303.6,312.3,1698,31.3,100,0
4858,252037,2,303.7,312.3,1606,37.4,103,0
4859,252038,2,303.7,312.3,1349,51,105,0
4860,252039,2,303.7,312.4,1535,38.6,107,0
4861,119720,1,303.6,312.4,1504,49.5,109,0
4862,252041,2,303.5,312.3,1946,21.1,112,0
4863,252042,2,303.5,312.1,1326,55.7,114,0
4864,119723,1,303.6,312.3,1915,22.3,116,0
4865,252044,2,303.6,312.3,1451,43.4,119,0
4866,119725,1,303.5,312.3,1624,34.8,121,0
4867,252046,2,303.6,312.4,1781,28.7,124,0
4868,252047,2,303.6,312.5,1345,54.1,126,0
4869,252048,2,303.6,312.4,1418,46,128,0
4870,252049,2,303.7,312.4,1718,26.5,130,0
4871,119730,1,303.7,312.4,1631,28.5,132,0
4872,252051,2,303.7,312.4,1513,40.1,135,0
4873,252052,2,303.7,312.4,1316,59.3,137,0
4874,119733,1,303.7,312.4,1474,38.8,139,0
4875,252054,2,303.8,312.5,1619,30.9,142,0
4876,252055,2,303.7,312.4,1702,31.2,144,0
4877,119736,1,303.7,312.4,1540,37.4,146,0
4878,119737,1,303.7,312.4,1546,33.7,149,0
4879,252058,2,303.7,312.4,1348,51,152,0
4880,334293,3,303.7,312.5,1520,35.6,154,0
4881,119740,1,303.8,312.6,1527,41.9,159,0
4882,119741,1,303.8,312.6,1406,47.1,162,0
4883,252062,2,303.7,312.5,1462,46.2,165,0
4884,119743,1,303.8,312.6,1684,29.3,167,0
4885,334298,3,303.8,312.5,1655,28,170,0
4886,334299,3,303.8,312.5,1748,25.1,175,0
4887,252066,2,303.8,312.5,1372,45.7,180,0
4888,252067,2,303.7,312.5,1481,33.3,182,0
4889,252068,2,303.7,312.4,1512,39.2,184,0
4890,252069,2,303.7,312.5,1632,36.6,186,0
4891,252070,2,303.7,312.4,1525,43.9,188,0
4892,119751,1,303.7,312.3,1756,26.4,190,0
4893,252072,2,303.7,312.3,1922,23.1,193,0
4894,119753,1,303.8,312.5,1448,44.3,195,0
4895,334308,3,303.8,312.5,1447,46.6,198,0
4896,119755,1,303.8,312.4,1597,33.4,203,0
4897,119756,1,303.7,312.4,1642,32.3,206,0
4898,334311,3,303.8,312.5,1525,38,209,0
4899,334312,3,303.6,312.4,1460,53.7,214,0
4900,252079,2,303.6,312.3,2168,17.7,219,0
4901,252080,2,303.6,312.4,1388,41.9,221,0
4902,119761,1,303.6,312.3,1630,32.4,223,0
4903,252082,2,303.6,312.3,1616,29.3,226,0
4904,252083,2,303.6,312.4,2232,16.8,0,0
4905,334318,3,303.6,312.4,1480,50.7,2,0
4906,252085,2,303.6,312.4,1363,53.1,7,0
4907,334320,3,303.6,312.4,1436,45.6,9,0
4908,119767,1,303.6,312.5,1607,33.7,14,0
4909,119768,1,303.6,312.5,1459,48.2,17,0
4910,252089,2,303.5,312.4,1481,43.7,20,0
4911,119770,1,303.5,312.4,1606,31.7,22,0
4912,252091,2,303.5,312.3,1681,29.8,25,0
4913,252092,2,303.5,312.2,1511,37.1,27,0
4914,119773,1,303.5,312.3,1593,35.2,29,0
4915,119774,1,303.5,312.3,1532,41.7,32,0
4916,334329,3,303.5,312.3,1386,49,35,0
4917,334330,3,303.4,312.3,1769,27.9,40,0
4918,119777,1,303.4,312.2,1561,38.2,45,0
4919,252098,2,303.3,312.2,1457,40.7,48,0
4920,252099,2,303.3,312.2,1506,40,50,0
4921,252100,2,303.4,312.2,1337,69.4,52,1
4922,252101,2,303.4,312.3,1287,54.8,54,0
4923,119782,1,303.4,312.2,1615,35.7,56,0
4924,119783,1,303.4,312.2,1972,23.5,59,0
4925,334338,3,303.4,312.3,1522,42.1,62,0
4926,252105,2,303.4,312.3,1680,30.6,67,0
4927,252106,2,303.4,312.3,1502,36,69,0
4928,119787,1,303.5,312.3,1543,33.3,71,0
4929,252108,2,303.5,312.3,1584,35.2,74,0
4930,252109,2,303.5,312.4,1340,44.5,76,0
4931,252110,2,303.4,312.3,1663,33.9,78,0
4932,119791,1,303.3,312.1,1693,30,80,0
4933,252112,2,303.3,312.1,1418,44.7,83,0
4934,334347,3,303.4,312.2,1554,36.8,85,0
4935,252114,2,303.4,312.2,1580,35.8,90,0
4936,252115,2,303.4,312.3,1479,42.8,92,0
4937,252116,2,303.5,312.4,1284,70.6,94,1
4938,252117,2,303.4,312.3,1540,38.7,96,0
4939,119798,1,303.5,312.4,1606,30.1,98,0
4940,252119,2,303.6,312.5,1286,62.4,101,0
4941,252120,2,303.6,312.6,1502,39.5,103,0
4942,119801,1,303.6,312.7,1699,31.5,105,0
4943,252122,2,303.5,312.6,1602,34.2,108,0
4944,334357,3,303.6,312.6,1436,42,110,0
4945,119804,1,303.6,312.7,1765,27.5,115,0
4946,252125,2,303.6,312.7,1418,44.1,118,0
4947,119806,1,303.7,312.7,1669,31.7,120,0
4948,252127,2,303.7,312.7,1395,53.9,123,0
4949,119808,1,303.8,312.7,1500,41.7,125,0
4950,119809,1,303.8,312.7,1555,33.4,128,0
4951,119810,1,303.8,312.7,1919,20.2,131,0
4952,252131,2,303.8,312.7,1596,36.6,134,0
4953,119812,1,303.8,312.7,1374,53.6,136,0
4954,252133,2,303.7,312.5,1670,26.1,139,0
4955,252134,2,303.7,312.6,1702,29.1,141,0
4956,119815,1,303.8,312.5,1366,45.1,143,0
4957,119816,1,303.8,312.5,2344,15.2,146,0
4958,119817,1,303.8,312.6,1768,23.9,149,0
4959,252138,2,303.8,312.5,1523,47,152,0
4960,252139,2,303.8,312.6,1735,25.9,154,0
4961,252140,2,303.9,312.7,1339,62.3,156,0
4962,252141,2,303.9,312.7,1800,24.3,158,0
4963,119822,1,304,312.7,1456,51.2,160,0
4964,252143,2,303.9,312.7,1789,24.4,163,0
4965,252144,2,303.9,312.7,1602,33.9,165,0
4966,119825,1,303.8,312.7,1364,49.3,167,0
4967,252146,2,303.8,312.6,1793,28.1,170,0
4968,252147,2,303.9,312.6,1426,53.4,172,0
4969,119828,1,303.9,312.7,1485,43.3,174,0
4970,252149,2,303.9,312.7,1528,38.4,177,0
4971,252150,2,303.8,312.6,1565,36,179,0
4972,252151,2,303.8,312.7,1838,27.8,181,0
4973,334386,3,303.8,312.6,1811,24.9,183,0
4974,252153,2,303.8,312.7,1461,38.2,188,0
4975,252154,2,303.8,312.7,1414,41.7,190,0
4976,252155,2,303.7,312.7,1426,45.5,192,0
4977,252156,2,303.7,312.7,1359,56.8,194,1
4978,252157,2,303.7,312.7,1540,44.8,196,0
4979,252158,2,303.6,312.7,1429,47.7,198,0
4980,119839,1,303.7,312.7,1612,36.3,200,0
4981,119840,1,303.7,312.8,1685,31.8,203,0
4982,119841,1,303.7,312.8,1558,37.7,206,0
4983,252162,2,303.7,313,1811,24.3,209,0
4984,252163,2,303.8,313.1,1869,25.8,211,0
4985,252164,2,303.8,313.1,1256,58.7,213,1
4986,119845,1,303.8,313,1789,23.5,215,0
4987,252166,2,303.7,312.9,1502,40.5,0,0
4988,119847,1,303.7,313,1303,54.4,2,0
4989,252168,2,303.8,313.1,2497,13,5,1
4990,252169,2,303.9,313.2,1499,37.4,7,0
4991,252170,2,303.9,313.2,1393,46.5,9,0
4992,119851,1,303.9,313,1475,41,11,0
4993,252172,2,303.8,312.9,1573,34.6,14,0
4994,252173,2,303.8,312.9,1819,23.7,16,0
4995,119854,1,303.5,312.6,1642,29.4,18,0
4996,252175,2,303.6,312.6,1540,39.8,21,0
4997,119856,1,303.6,312.8,1400,43.2,23,0
4998,119857,1,303.6,312.8,2659,11.4,26,1
4999,119858,1,303.6,312.8,1825,25.2,29,0
5000,119859,1,303.7,312.9,1532,41.3,32,0
5001,252180,2,303.7,312.8,1832,23.6,35,0
5002,119861,1,303.6,312.7,2174,17.6,37,0
5003,252182,2,303.7,312.8,1627,31.7,40,0
5004,252183,2,303.7,312.8,1437,51.3,42,0
5005,252184,2,303.7,312.8,1364,46.3,44,0
5006,119865,1,303.7,312.9,1444,52.7,46,0
5007,119866,1,303.7,312.8,1366,47.3,49,0
5008,252187,2,303.8,312.9,1442,48.3,52,0
5009,334422,3,303.7,312.8,1488,42.8,54,0
5010,252189,2,303.7,312.8,1523,40.7,59,0
5011,252190,2,303.7,312.8,1543,38.3,61,0
5012,119871,1,303.7,312.8,1634,33.8,63,0
5013,119872,1,303.8,312.9,1815,27.8,66,0
5014,119873,1,303.8,312.9,1594,35.2,69,0
5015,252194,2,303.8,313,1452,38.6,72,0
5016,252195,2,303.9,313,1759,28.4,74,0
5017,252196,2,303.9,313,1408,47.5,76,0
5018,252197,2,303.9,313,1483,45,78,0
5019,119878,1,303.9,313,1620,36.6,80,0
5020,119879,1,304,313.1,1466,39.5,83,0
5021,252200,2,304.1,313.1,1556,36.3,86,0
5022,252201,2,304,313,1350,61.1,88,0
5023,252202,2,304,313.1,1404,47.1,90,0
5024,119883,1,304,313,1575,34.5,92,0
5025,252204,2,303.9,313.1,1639,29,95,0
5026,119885,1,303.9,313.1,1473,42.8,97,0
5027,252206,2,303.9,313.2,1481,40,100,0
5028,252207,2,304,313.3,1294,54.6,102,0
5029,119888,1,303.9,313.2,1630,29.3,104,0
5030,119889,1,303.9,313.2,1624,39.8,107,0
5031,119890,1,303.9,313.1,1437,48.3,110,0
5032,119891,1,303.8,313,1514,45,113,0
5033,119892,1,304,313.1,1694,31.4,116,0
5034,252213,2,304,313.1,1564,50.9,119,0
5035,119894,1,303.9,313.1,1514,41.1,121,0
5036,119895,1,304,313.2,1500,40.6,124,0
5037,252216,2,304,313.2,1615,37.8,127,0
5038,119897,1,304.1,313.2,1586,41.1,129,0
5039,252218,2,304.1,313.3,1732,28.5,132,0
5040,334453,3,304.1,313.3,1689,32.5,134,0
5041,334454,3,304.1,313.2,1586,34.6,139,0
5042,252221,2,304,313.2,1314,47.1,144,0
5043,252222,2,304.1,313.2,1569,35.8,146,0
5044,252223,2,304.1,313.2,1468,39.4,148,0
5045,252224,2,304.1,313.2,1412,47.5,150,0
5046,119905,1,304.1,313.2,1510,46.9,152,0
5047,119906,1,304.1,313.2,1410,42.4,155,0
5048,119907,1,304.1,313.3,1680,29.3,158,0
5049,334462,3,304,313.2,1271,68.6,161,1
5050,334463,3,304,313.1,1472,45.5,166,0
5051,334464,3,304,313,1701,30.4,171,0
5052,252231,2,303.9,313,1480,39.9,176,0
5053,252232,2,303.9,313,1433,48.4,178,0
5054,252233,2,303.8,312.9,1514,34.3,180,0
5055,252234,2,303.8,312.9,1619,35.7,182,0
5056,334469,3,303.8,312.9,1378,45.6,184,0
5057,119916,1,303.9,312.9,1430,53.5,189,0
5058,252237,2,303.8,312.9,1367,49.9,192,0
5059,252238,2,303.9,312.9,1526,42.5,194,0
5060,252239,2,303.9,312.8,1419,47.9,196,0
5061,252240,2,304,312.8,1542,42.7,198,0
5062,252241,2,304,312.9,1363,62.5,200,1
5063,252242,2,304,312.9,1313,53.9,202,0
5064,334477,3,304,312.9,1495,46.6,0,0
5065,252244,2,304,313,1407,42.1,5,0
5066,252245,2,304.1,313,1566,37.2,7,0
5067,252246,2,304.1,313.1,1550,30.9,9,0
5068,119927,1,304.2,313.2,1396,50.5,11,0
5069,119928,1,304.3,313.3,1540,39,14,0
5070,119929,1,304.2,313.2,1380,48.7,17,0
5071,119930,1,304.2,313.1,1608,31.1,20,0
5072,334485,3,304.2,313,1442,40.9,23,0
5073,252252,2,304.1,313,1408,45.3,28,0
5074,119933,1,304,313,1454,46.8,30,0
5075,252254,2,304.1,313.1,1666,34.6,33,0
5076,252255,2,304.1,313.2,1366,46.6,35,0
5077,252256,2,304.2,313.2,1464,44.9,37,0
5078,252257,2,304.3,313.3,1775,24.9,39,0
5079,119938,1,304.3,313.4,1482,43.8,41,0
5080,119939,1,304.2,313.4,1411,54.8,44,0
5081,252260,2,304.2,313.3,1410,51.6,47,0
5082,119941,1,304.1,313.3,1494,39,49,0
5083,334496,3,304.1,313.2,1590,43.4,52,0
5084,252263,2,304.1,313.1,1327,54.1,57,0
5085,252264,2,304.1,313.1,1969,20.8,59,0
5086,119945,1,304,313,1377,56,61,0
5087,252266,2,304,313,1541,45.9,64,0
5088,119947,1,304,313,1685,28.2,66,0
5089,252268,2,304,313.1,1465,41,69,0
5090,119949,1,303.9,313.1,1483,47.2,71,0
5091,119950,1,303.9,313.2,1570,40.7,74,0
5092,252271,2,303.9,313.2,1345,48.2,77,0
5093,119952,1,303.9,313.2,1608,40.6,79,0
5094,119953,1,304,313.3,1415,52.8,82,0
5095,119954,1,304.1,313.5,1470,45.8,85,0
5096,119955,1,304.1,313.5,1428,39.9,88,0
5097,334510,3,304.2,313.5,1627,32.2,91,0
5098,252277,2,304.2,313.4,1457,49.4,96,0
5099,252278,2,304.2,313.4,1475,40.2,98,0
5100,252279,2,304.2,313.5,1438,50.1,100,0
5101,119960,1,304.2,313.5,1437,47.2,102,0
5102,119961,1,304.1,313.4,1518,42.4,105,0
5103,119962,1,304.1,313.5,1587,33.6,108,0
5104,252283,2,304.1,313.4,1399,43.7,111,0
5105,252284,2,304.1,313.5,1469,44.6,113,0
5106,252285,2,304.1,313.4,1374,56.6,115,0
5107,252286,2,304,313.3,1519,36.7,117,0
5108,252287,2,303.9,313.2,1540,44.4,119,0
5109,252288,2,303.9,313.3,1394,51.6,121,0
5110,119969,1,304,313.4,1389,45.8,123,0
5111,119970,1,304,313.5,1732,26.2,126,0
5112,252291,2,304.1,313.6,1556,37.4,129,0
5113,119972,1,304.1,313.6,1441,43.7,131,0
5114,252293,2,304.1,313.6,1382,46.7,134,0
5115,119974,1,304.2,313.8,1481,44.9,136,0
5116,119975,1,304.2,313.7,2113,18.4,139,0
5117,252296,2,304.2,313.8,1401,53.9,142,0
5118,252297,2,304.1,313.6,1611,31.4,144,0
5119,119978,1,304.2,313.6,1512,33.4,146,0
5120,252299,2,304.2,313.6,1411,46,149,0
5121,119980,1,304.2,313.6,1424,43.7,151,0
5122,252301,2,304.2,313.6,1469,40,154,0
5123,334536,3,304.2,313.5,1684,29.8,156,0
5124,119983,1,304.2,313.5,1532,41.3,161,0
5125,119984,1,304.2,313.5,1557,37.3,164,0
5126,119985,1,304.3,313.5,1416,48.1,167,0
5127,252306,2,304.3,313.5,1802,25.4,170,0
5128,119987,1,304.3,313.5,2245,15.1,172,0
5129,252308,2,304.2,313.4,1434,42.5,175,0
5130,119989,1,304.1,313.3,1725,28.3,177,0
5131,252310,2,304.2,313.3,1668,35.7,180,0
5132,252311,2,304.1,313.3,1452,43.9,182,0
5133,252312,2,304.1,313.3,1415,50,184,0
5134,252313,2,304.1,313.2,1824,25.8,186,0
5135,252314,2,304.1,313.3,1438,45.5,188,0
5136,252315,2,304.1,313.3,1883,24.5,190,0
5137,252316,2,304.2,313.4,1735,28.9,192,0
5138,252317,2,304.3,313.5,1464,36.7,194,0
5139,119998,1,304.3,313.6,1489,40.3,196,0
5140,119999,1,304.4,313.6,1510,38.9,199,0
5141,120000,1,304.3,313.6,1585,32.1,202,0
5142,252321,2,304.4,313.7,1509,35,205,1
5143,252322,2,304.4,313.6,1568,39.1,0,0
5144,120003,1,304.3,313.5,1525,42,2,0
5145,252324,2,304.4,313.7,1607,33.5,5,0
5146,252325,2,304.5,313.7,1670,32.9,7,0
5147,252326,2,304.4,313.6,1585,38.9,9,0
5148,252327,2,304.4,313.6,1569,38.4,11,0
5149,252328,2,304.4,313.6,1507,43.1,13,0
5150,252329,2,304.3,313.5,1452,41.5,15,0
5151,252330,2,304.3,313.5,1590,29.8,17,0
5152,252331,2,304.3,313.6,1409,56,19,0
5153,252332,2,304.3,313.5,2643,12.7,21,0
5154,252333,2,304.2,313.4,1644,31.7,23,0
5155,252334,2,304.2,313.4,1568,37.6,25,0
5156,334569,3,304.2,313.3,1625,37.3,27,0
5157,252336,2,304.2,313.4,1482,41.4,32,0
5158,334571,3,304.1,313.3,1397,49.6,34,0
5159,252338,2,304.1,313.3,1459,50.3,39,0
5160,252339,2,304.2,313.4,1490,44,41,0
5161,252340,2,304.1,313.2,1434,50.1,43,0
5162,120021,1,304.1,313.2,2028,18.9,45,0
5163,252342,2,304.2,313.3,1464,45.9,48,0
5164,120023,1,304.2,313.4,1713,23.5,50,0
5165,120024,1,304.3,313.4,1624,32.1,53,0
5166,252345,2,304.2,313.4,1421,43.4,56,0
5167,334580,3,304.2,313.5,1546,41.4,58,0
5168,252347,2,304.2,313.4,1639,32.7,63,0
5169,334582,3,304.1,313.4,1696,29.6,65,0
5170,252349,2,304.1,313.3,1470,39.9,70,0
5171,120030,1,304.1,313.3,1480,38.4,72,0
5172,120031,1,304.2,313.4,1329,54.5,75,0
5173,252352,2,304.2,313.4,1740,28.2,78,0
5174,120033,1,304.2,313.5,1739,28.1,80,0
5175,120034,1,304.2,313.5,1390,47.8,83,0
5176,252355,2,304.2,313.4,1740,23.7,86,0
5177,120036,1,304,313.3,1844,27.1,88,0
5178,334591,3,304,313.1,1388,53.2,91,0
5179,334592,3,304,313.2,1517,43.1,96,0
5180,120039,1,304,313.1,1450,42.8,101,0
5181,252360,2,304,313.2,1584,38.7,104,0
5182,252361,2,304,313.1,1720,28.7,106,0
5183,252362,2,303.9,313.1,1586,31.9,108,0
5184,120043,1,303.9,313,1901,22.5,110,0
5185,252364,2,304,313,1397,42.4,113,0
5186,252365,2,304,313,2012,21.1,115,0
5187,252366,2,304,313,2354,15,117,0
5188,252367,2,304,313.1,1648,35.7,119,0
5189,252368,2,304,313.2,1632,30.6,121,0
5190,120049,1,304.1,313.2,1427,46.9,123,0
5191,252370,2,304.1,313.2,1452,48,126,0
5192,252371,2,304,313.2,1416,46,128,0
5193,252372,2,303.9,313.1,1310,62.9,130,0
5194,334607,3,304,313.1,1408,39.8,132,0
5195,120054,1,303.9,313.1,1668,34.4,137,0
5196,252375,2,303.9,313,1551,36.8,140,0
5197,334610,3,303.9,313,1517,36,142,0
5198,334611,3,303.8,312.9,1570,35.8,147,0
5199,252378,2,303.8,312.8,1428,53.3,152,0
5200,252379,2,303.8,312.8,1503,40,154,0
5201,252380,2,303.8,312.8,1416,58.7,156,0
5202,120061,1,303.7,312.7,1396,47.3,158,0
5203,252382,2,303.7,312.7,1335,51.1,161,0
5204,120063,1,303.7,312.6,1671,30.5,163,0
5205,252384,2,303.7,312.7,1989,22.4,166,0
5206,252385,2,303.7,312.7,1468,43.3,168,0
5207,334620,3,303.7,312.6,1711,27.6,170,0
5208,120067,1,303.8,312.7,1488,41.3,175,0
5209,252388,2,303.8,312.7,1664,29.3,178,0
5210,120069,1,303.8,312.7,1507,38.5,180,0
5211,252390,2,303.7,312.6,1466,42.5,183,0
5212,252391,2,303.7,312.5,1433,53.6,185,0
5213,252392,2,303.7,312.5,1397,45.7,187,0
5214,120073,1,303.7,312.6,1429,43.3,189,0
5215,252394,2,303.7,312.7,1572,37.2,192,0
5216,120075,1,303.7,312.7,1532,42.7,194,0
5217,120076,1,303.7,312.7,1316,51.8,197,0
5218,120077,1,303.8,312.8,1420,47.9,200,0
5219,252398,2,303.8,312.9,1589,37.2,203,0
5220,252399,2,303.8,313,1365,59.9,205,1
5221,252400,2,303.8,313,1633,32.9,207,0
5222,252401,2,303.9,313,1626,31.4,209,0
5223,252402,2,303.9,313.1,1665,29.6,0,0
5224,120083,1,303.9,313.2,1350,47.2,2,0
5225,252404,2,303.9,313.2,1590,31.9,5,0
5226,120085,1,304,313.2,1437,53.9,7,0
5227,252406,2,303.9,313,1403,48.3,10,0
5228,252407,2,303.9,313.1,1440,41.1,12,0
5229,120088,1,303.9,313.1,1343,61.4,14,0
5230,334643,3,303.9,313.1,1790,26.7,17,0
5231,120090,1,303.8,313.1,2117,18.6,22,0
5232,252411,2,303.8,313.1,1458,42.2,25,0
5233,252412,2,303.6,312.9,1381,57.8,27,0
5234,252413,2,303.6,312.9,1450,45.3,29,0
5235,252414,2,303.7,312.9,1461,50.1,31,0
5236,120095,1,303.7,312.9,1511,41,33,0
5237,252416,2,303.8,313.1,1394,45.4,36,0
5238,252417,2,303.8,313,1499,42.3,38,0
5239,252418,2,303.7,313,1457,44.1,40,0
5240,252419,2,303.7,313,1753,29,42,0
5241,252420,2,303.7,313,1694,28,44,0
5242,252421,2,303.7,313.1,1683,28.4,46,0
5243,252422,2,303.7,313.1,1496,47.4,48,0
5244,252423,2,303.7,313.1,1721,34.8,50,0
5245,252424,2,303.6,313,1593,31.6,52,0
5246,252425,2,303.6,313,1575,38.3,54,0
5247,252426,2,303.5,313,1465,41,56,0
5248,252427,2,303.6,313.1,1405,38.3,58,0
5249,120108,1,303.5,313,1902,21.6,60,0
5250,120109,1,303.4,312.9,1422,39.9,63,0
5251,252430,2,303.5,312.9,1332,52.9,66,0
5252,120111,1,303.4,312.9,1307,54.3,68,0
5253,252432,2,303.5,313,1322,59.5,71,0
5254,252433,2,303.5,313,1547,40.3,73,0
5255,252434,2,303.5,313.1,1897,23.6,75,0
5256,120115,1,303.5,313,1403,51.9,77,0
5257,252436,2,303.5,313,1393,51.6,80,0
5258,252437,2,303.5,313,1482,38.5,82,0
5259,120118,1,303.5,312.9,1572,44.7,84,0
5260,252439,2,303.5,312.9,1544,36.9,87,0
5261,120120,1,303.5,313,1492,46.1,89,0
5262,252441,2,303.4,312.8,1513,35.8,92,0
5263,252442,2,303.4,312.8,1449,43.9,94,0
5264,252443,2,303.5,312.8,1877,22.3,96,0
5265,252444,2,303.4,312.8,1376,53.4,98,0
5266,120125,1,303.5,312.9,1883,23.3,100,0
5267,120126,1,303.4,312.8,1518,38.7,103,0
5268,120127,1,303.5,312.9,1438,42.8,106,0
5269,252448,2,303.4,312.9,1389,54.1,109,0
5270,252449,2,303.5,312.9,1504,44.8,111,0
5271,252450,2,303.5,312.9,1275,64.4,113,0
5272,252451,2,303.6,313,1534,39.7,115,0
5273,120132,1,303.6,313,1396,38.2,117,0
5274,252453,2,303.6,313.1,1395,44.1,120,0
5275,252454,2,303.6,313,1617,30.9,122,0
5276,252455,2,303.7,313.1,1423,41.2,124,0
5277,252456,2,303.5,313,1606,34,126,0
5278,252457,2,303.5,312.9,1501,44,128,0
5279,120138,1,303.5,312.9,1618,30.4,130,0
5280,252459,2,303.6,313,1522,35.8,133,0
5281,252460,2,303.6,312.9,1480,41.4,135,0
5282,120141,1,303.7,313,1469,39.9,137,0
5283,334696,3,303.8,313.2,1381,52.4,140,0
5284,252463,2,303.8,313.2,1525,41.9,145,0
5285,120144,1,303.8,313.2,1732,29.6,147,0
5286,252465,2,303.8,313.1,1523,39.8,150,0
5287,252466,2,303.8,313.1,1422,42.4,152,0
5288,334701,3,303.8,313.2,1506,46.9,154,0
5289,252468,2,303.8,313.2,1531,39.4,159,0
5290,120149,1,303.9,313.3,1507,34.3,161,0
5291,252470,2,303.9,313.3,1526,40.7,164,0
5292,252471,2,303.8,313.3,1406,52.1,166,0
5293,120152,1,303.9,313.3,1567,35,168,0
5294,120153,1,303.9,313.4,1464,49.1,171,0
5295,252474,2,303.9,313.4,1442,48.5,174,0
5296,252475,2,303.8,313.2,1336,47.8,176,0
5297,334710,3,303.8,313.2,1379,50.2,178,0
5298,252477,2,303.7,313.1,1406,48.6,183,0
5299,120158,1,303.7,313.1,2130,18.1,185,0
5300,252479,2,303.7,313.1,1355,49.1,188,0
5301,120160,1,303.8,313.2,1710,26.5,190,0
5302,252481,2,303.8,313.1,1309,55.8,193,0
